Company Name,Asset Type,Percentage Allocation,Fund Type
Divi Laboratories Ltd.,Equity,0.52%,ETFs - Others
Bharat Petroleum Corporation Ltd.,Equity,0.45%,ETFs - Others
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,0.31%,ETFs - Others
Triparty Repo,Others,0.01%,ETFs - Others
Net Receivables/(Payable),Others,0.00%,ETFs - Others
Nestle India Ltd.,Equity,5.12%,ETFs - Others
Hindustan Unilever Ltd.,Equity,5.07%,ETFs - Others
Coal India Ltd.,Equity,5.06%,ETFs - Others
ITC Ltd.,Equity,4.98%,ETFs - Others
Asian Paints Ltd.,Equity,4.95%,ETFs - Others
HCL Technologies Ltd.,Equity,4.95%,ETFs - Others
Tata Consultancy Services Ltd.,Equity,4.92%,ETFs - Others
Infosys Ltd.,Equity,4.92%,ETFs - Others
Britannia Industries Ltd.,Equity,4.75%,ETFs - Others
Colgate-Palmolive Ltd.,Equity,4.12%,ETFs - Others
Bajaj Auto Ltd.,Equity,3.81%,ETFs - Others
Tech Mahindra Ltd.,Equity,3.55%,ETFs - Others
Bharat Electronics Ltd.,Equity,3.45%,ETFs - Others
Ltimindtree Ltd.,Equity,3.32%,ETFs - Others
Hindustan Aeronautics Ltd.,Equity,3.14%,ETFs - Others
Hero Motocorp Ltd.,Equity,3.00%,ETFs - Others
Marico Ltd.,Equity,2.76%,ETFs - Others
Persistent Systems Ltd.,Equity,2.72%,ETFs - Others
Page Industries Ltd.,Equity,2.70%,ETFs - Others
Divi Laboratories Ltd.,Equity,2.66%,ETFs - Others
Pidilite Industries Ltd.,Equity,2.66%,ETFs - Others
HDFC Asset Management Company Ltd.,Equity,2.50%,ETFs - Others
Indian Railway Catering & Tourism Corporation Ltd.,Equity,2.44%,ETFs - Others
Dabur India Ltd.,Equity,2.38%,ETFs - Others
Havells India Ltd.,Equity,2.36%,ETFs - Others
Coromandel International Ltd. (Coromandel Fertilisers Ltd.),Equity,1.80%,ETFs - Others
L&T Technology Services Ltd.,Equity,1.70%,ETFs - Others
Berger Paints India Ltd.,Equity,1.63%,ETFs - Others
Indraprastha Gas Ltd.,Equity,1.58%,ETFs - Others
Sun T V Network Ltd.,Equity,1.00%,ETFs - Others
Triparty Repo,Others,0.03%,ETFs - Others
Muthoot Finance Ltd.,Equity,0.01%,ETFs - Others
Net Receivables/(Payable),Others,-0.03%,ETFs - Others
HDFC Bank Ltd.,Equity,13.52%,ETFs - Others
Reliance Industries Ltd.,Equity,9.20%,ETFs - Others
ICICI Bank Ltd.,Equity,7.36%,ETFs - Others
Infosys Ltd.,Equity,5.80%,ETFs - Others
Larsen & Toubro Ltd.,Equity,4.39%,ETFs - Others
ITC Ltd.,Equity,4.31%,ETFs - Others
Tata Consultancy Services Ltd.,Equity,4.05%,ETFs - Others
Axis Bank Ltd.,Equity,3.22%,ETFs - Others
Kotak Mahindra Bank Ltd.,Equity,2.95%,ETFs - Others
Bharti Airtel Ltd.,Equity,2.75%,ETFs - Others
State Bank Of India,Equity,2.59%,ETFs - Others
Hindustan Unilever Ltd.,Equity,2.50%,ETFs - Others
Bajaj Finance Ltd.,Equity,2.15%,ETFs - Others
HCL Technologies Ltd.,Equity,1.63%,ETFs - Others
Mahindra & Mahindra Ltd.,Equity,1.63%,ETFs - Others
Asian Paints Ltd.,Equity,1.61%,ETFs - Others
Titan Company Ltd.,Equity,1.61%,ETFs - Others
National Thermal Power Corporation Ltd.,Equity,1.56%,ETFs - Others
Tata Motors Ltd.,Equity,1.45%,ETFs - Others
Maruti Suzuki India Ltd.,Equity,1.43%,ETFs - Others
Sun Pharmaceuticals Ind Ltd.,Equity,1.43%,ETFs - Others
Ultratech Cement Ltd.,Equity,1.28%,ETFs - Others
Tata Steel Ltd.,Equity,1.19%,ETFs - Others
Power Grid Corporation Of India Ltd.,Equity,1.14%,ETFs - Others
Indusind Bank Ltd.,Equity,1.11%,ETFs - Others
Nestle India Ltd.,Equity,1.00%,ETFs - Others
Bajaj Finserv Ltd.,Equity,0.96%,ETFs - Others
Hindalco Industries Ltd.,Equity,0.95%,ETFs - Others
Coal India Ltd.,Equity,0.90%,ETFs - Others
JSW Steel Ltd.,Equity,0.88%,ETFs - Others
Oil & Natural Gas Corporation Ltd.,Equity,0.84%,ETFs - Others
Tech Mahindra Ltd.,Equity,0.84%,ETFs - Others
Grasim Industries Ltd.,Equity,0.83%,ETFs - Others
Bajaj Auto Ltd.,Equity,0.81%,ETFs - Others
Adani Ports and Special Economic Zone Ltd.,Equity,0.79%,ETFs - Others
Adani Enterprises Ltd.,Equity,0.79%,ETFs - Others
Dr Reddys Laboratories Ltd.,Equity,0.74%,ETFs - Others
HDFC Life Insurance Company Ltd.,Equity,0.72%,ETFs - Others
Wipro Ltd.,Equity,0.70%,ETFs - Others
Tata Consumer Products Ltd.,Equity,0.69%,ETFs - Others
Cipla Ltd.,Equity,0.69%,ETFs - Others
SBI Life Insurance Company Ltd.,Equity,0.68%,ETFs - Others
Britannia Industries Ltd.,Equity,0.66%,ETFs - Others
Ltimindtree Ltd.,Equity,0.61%,ETFs - Others
Apollo Hospitals Enterprise Ltd.,Equity,0.60%,ETFs - Others
Eicher Motors Ltd.,Equity,0.60%,ETFs - Others
Hero Motocorp Ltd.,Equity,0.57%,ETFs - Others
Divi Laboratories Ltd.,Equity,0.52%,ETFs - Others
Bharat Petroleum Corporation Ltd.,Equity,0.45%,ETFs - Others
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,0.31%,ETFs - Others
Triparty Repo,Others,0.03%,ETFs - Others
Net Receivables/(Payable),Others,-0.03%,ETFs - Others
HDFC Bank Ltd.,Equity,29.39%,ETFs - Others
ICICI Bank Ltd.,Equity,22.57%,ETFs - Others
Kotak Mahindra Bank Ltd.,Equity,9.92%,ETFs - Others
Axis Bank Ltd.,Equity,9.88%,ETFs - Others
State Bank Of India,Equity,9.87%,ETFs - Others
Indusind Bank Ltd.,Equity,6.43%,ETFs - Others
Bank Of Baroda,Equity,2.62%,ETFs - Others
Au Small Finance Bank Ltd.,Equity,2.30%,ETFs - Others
The Federal Bank Ltd.,Equity,2.13%,ETFs - Others
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,2.06%,ETFs - Others
Punjab National Bank,Equity,1.73%,ETFs - Others
Bandhan Bank Ltd.,Equity,1.11%,ETFs - Others
Triparty Repo,Others,0.02%,ETFs - Others
Net Receivables/(Payable),Others,-0.01%,ETFs - Others
Bharti Airtel Ltd.,Equity,10.09%,ETFs - Others
ITC Ltd.,Equity,9.90%,ETFs - Others
Hindustan Unilever Ltd.,Equity,9.59%,ETFs - Others
Mahindra & Mahindra Ltd.,Equity,6.24%,ETFs - Others
Titan Company Ltd.,Equity,6.19%,ETFs - Others
Asian Paints Ltd.,Equity,6.19%,ETFs - Others
Maruti Suzuki India Ltd.,Equity,5.49%,ETFs - Others
Nestle India Ltd.,Equity,3.83%,ETFs - Others
Bajaj Auto Ltd.,Equity,3.10%,ETFs - Others
Trent Ltd.,Equity,2.72%,ETFs - Others
Tata Consumer Products Ltd.,Equity,2.65%,ETFs - Others
Britannia Industries Ltd.,Equity,2.54%,ETFs - Others
Avenue Supermarts Ltd.,Equity,2.46%,ETFs - Others
Varun Beverages Ltd.,Equity,2.40%,ETFs - Others
Apollo Hospitals Enterprise Ltd.,Equity,2.31%,ETFs - Others
Eicher Motors Ltd.,Equity,2.29%,ETFs - Others
Tata Power Company Ltd.,Equity,2.27%,ETFs - Others
Hero Motocorp Ltd.,Equity,2.17%,ETFs - Others
Max Healthcare Institute Ltd.,Equity,2.04%,ETFs - Others
DLF Ltd.,Equity,1.89%,ETFs - Others
Godrej Consumer Products Ltd.,Equity,1.73%,ETFs - Others
Info Edge (India) Ltd.,Equity,1.61%,ETFs - Others
The Indian Hotels Company Ltd.,Equity,1.56%,ETFs - Others
Havells India Ltd.,Equity,1.38%,ETFs - Others
Colgate-Palmolive Ltd.,Equity,1.36%,ETFs - Others
Dabur India Ltd.,Equity,1.31%,ETFs - Others
United Spirits Ltd.,Equity,1.31%,ETFs - Others
Adani Transmission Ltd.,Equity,1.27%,ETFs - Others
Marico Ltd.,Equity,1.15%,ETFs - Others
Page Industries Ltd.,Equity,0.96%,ETFs - Others
Triparty Repo,Others,0.04%,ETFs - Others
Net Receivables/(Payable),Others,-0.04%,ETFs - Others
Infosys Ltd.,Equity,27.17%,ETFs - Others
Tata Consultancy Services Ltd.,Equity,24.79%,ETFs - Others
HCL Technologies Ltd.,Equity,10.01%,ETFs - Others
Tech Mahindra Ltd.,Equity,9.53%,ETFs - Others
Wipro Ltd.,Equity,7.97%,ETFs - Others
Ltimindtree Ltd.,Equity,6.92%,ETFs - Others
Coforge Ltd.,Equity,4.59%,ETFs - Others
Persistent Systems Ltd.,Equity,4.56%,ETFs - Others
Mphasis Ltd.,Equity,2.73%,ETFs - Others
L&T Technology Services Ltd.,Equity,1.73%,ETFs - Others
Triparty Repo,Others,0.02%,ETFs - Others
Net Receivables/(Payable),Others,-0.02%,ETFs - Others
Trent Ltd.,Equity,4.19%,ETFs - Others
Bharat Electronics Ltd.,Equity,4.10%,ETFs - Others
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,3.55%,ETFs - Others
Tata Power Company Ltd.,Equity,3.50%,ETFs - Others
Hindustan Aeronautics Ltd.,Equity,3.27%,ETFs - Others
Cholamandalam Investment & Finance Company Ltd.,Equity,3.16%,ETFs - Others
Indian Oil Corporation Ltd.,Equity,2.97%,ETFs - Others
TVS Motor Company Ltd.,Equity,2.93%,ETFs - Others
DLF Ltd.,Equity,2.91%,ETFs - Others
GAIL (India) Ltd.,Equity,2.72%,ETFs - Others
Bank Of Baroda,Equity,2.68%,ETFs - Others
Godrej Consumer Products Ltd.,Equity,2.66%,ETFs - Others
Interglobe Aviation Ltd.,Equity,2.64%,ETFs - Others
Pidilite Industries Ltd.,Equity,2.58%,ETFs - Others
Info Edge (India) Ltd.,Equity,2.48%,ETFs - Others
Ambuja Cements Ltd.,Equity,2.38%,ETFs - Others
Shree Cement Ltd.,Equity,2.38%,ETFs - Others
ICICI Lombard General Insurance Company Ltd.,Equity,2.26%,ETFs - Others
SRF Ltd.,Equity,2.24%,ETFs - Others
Siemens Ltd.,Equity,2.23%,ETFs - Others
Vedanta Ltd.,Equity,2.15%,ETFs - Others
Havells India Ltd.,Equity,2.13%,ETFs - Others
Colgate-Palmolive Ltd.,Equity,2.10%,ETFs - Others
Dabur India Ltd.,Equity,2.03%,ETFs - Others
United Spirits Ltd.,Equity,2.02%,ETFs - Others
Canara Bank,Equity,1.83%,ETFs - Others
Punjab National Bank,Equity,1.77%,ETFs - Others
Marico Ltd.,Equity,1.77%,ETFs - Others
PI Industries Ltd.,Equity,1.76%,ETFs - Others
Jindal Steel & Power Ltd.,Equity,1.71%,ETFs - Others
Zomato Ltd.,Equity,1.70%,ETFs - Others
Indian Railway Catering & Tourism Corporation Ltd.,Equity,1.68%,ETFs - Others
Avenue Supermarts Ltd.,Equity,1.58%,ETFs - Others
ABB India Ltd.,Equity,1.54%,ETFs - Others
Varun Beverages Ltd.,Equity,1.54%,ETFs - Others
Adani Green Energy Ltd.,Equity,1.51%,ETFs - Others
Samvardhana Motherson International Ltd. (Erstwhile Motherson Sumi Systems Ltd.),Equity,1.50%,ETFs - Others
SBI Cards & Payment Services Pvt. Ltd.,Equity,1.39%,ETFs - Others
Torrent Pharmaceuticals Ltd.,Equity,1.31%,ETFs - Others
ICICI Prudential Life Insurance Company Ltd.,Equity,1.29%,ETFs - Others
Bosch Ltd.,Equity,1.18%,ETFs - Others
Zydus Lifesciences Ltd.,Equity,1.08%,ETFs - Others
Berger Paints India Ltd.,Equity,1.05%,ETFs - Others
Muthoot Finance Ltd.,Equity,1.00%,ETFs - Others
Bajaj Holdings & Investment Ltd.,Equity,0.86%,ETFs - Others
Adani Transmission Ltd.,Equity,0.81%,ETFs - Others
Adani Total Gas Ltd. (Erstwhile Adani Gas Ltd.),Equity,0.70%,ETFs - Others
Life Insurance Corporation of India,Equity,0.54%,ETFs - Others
Procter & Gamble Hygiene & Healthcare Ltd.,Equity,0.42%,ETFs - Others
Adani Wilmar Ltd.,Equity,0.14%,ETFs - Others
Net Receivables/(Payable),Others,0.06%,ETFs - Others
Triparty Repo,Others,0.01%,ETFs - Others
HDFC Bank Ltd.,Equity,26.38%,ETFs - Others
ICICI Bank Ltd.,Equity,24.64%,ETFs - Others
Indusind Bank Ltd.,Equity,10.90%,ETFs - Others
Kotak Mahindra Bank Ltd.,Equity,10.83%,ETFs - Others
Axis Bank Ltd.,Equity,10.79%,ETFs - Others
The Federal Bank Ltd.,Equity,5.03%,ETFs - Others
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,4.88%,ETFs - Others
Bandhan Bank Ltd.,Equity,2.63%,ETFs - Others
RBL Bank Ltd.,Equity,2.40%,ETFs - Others
City Union Bank Ltd.,Equity,1.54%,ETFs - Others
Triparty Repo,Others,0.01%,ETFs - Others
Net Receivables/(Payable),Others,-0.01%,ETFs - Others
HDFC Bank Ltd.,Equity,11.19%,ETFs - Others
Reliance Industries Ltd.,Equity,7.69%,ETFs - Others
ICICI Bank Ltd.,Equity,6.03%,ETFs - Others
Infosys Ltd.,Equity,4.75%,ETFs - Others
Larsen & Toubro Ltd.,Equity,3.68%,ETFs - Others
ITC Ltd.,Equity,3.53%,ETFs - Others
Tata Consultancy Services Ltd.,Equity,3.35%,ETFs - Others
Axis Bank Ltd.,Equity,2.70%,ETFs - Others
Kotak Mahindra Bank Ltd.,Equity,2.36%,ETFs - Others
Bharti Airtel Ltd.,Equity,2.25%,ETFs - Others
State Bank Of India,Equity,2.13%,ETFs - Others
Hindustan Unilever Ltd.,Equity,2.05%,ETFs - Others
Bajaj Finance Ltd.,Equity,1.76%,ETFs - Others
Mahindra & Mahindra Ltd.,Equity,1.43%,ETFs - Others
HCL Technologies Ltd.,Equity,1.34%,ETFs - Others
Asian Paints Ltd.,Equity,1.33%,ETFs - Others
Titan Company Ltd.,Equity,1.32%,ETFs - Others
National Thermal Power Corporation Ltd.,Equity,1.28%,ETFs - Others
Tata Motors Ltd.,Equity,1.21%,ETFs - Others
Maruti Suzuki India Ltd.,Equity,1.18%,ETFs - Others
Sun Pharmaceuticals Ind Ltd.,Equity,1.17%,ETFs - Others
Ultratech Cement Ltd.,Equity,1.05%,ETFs - Others
Tata Steel Ltd.,Equity,0.97%,ETFs - Others
Power Grid Corporation Of India Ltd.,Equity,0.93%,ETFs - Others
Indusind Bank Ltd.,Equity,0.90%,ETFs - Others
Adani Enterprises Ltd.,Equity,0.89%,ETFs - Others
Nestle India Ltd.,Equity,0.82%,ETFs - Others
Bajaj Finserv Ltd.,Equity,0.79%,ETFs - Others
Hindalco Industries Ltd.,Equity,0.77%,ETFs - Others
Coal India Ltd.,Equity,0.74%,ETFs - Others
JSW Steel Ltd.,Equity,0.72%,ETFs - Others
Grasim Industries Ltd.,Equity,0.69%,ETFs - Others
Oil & Natural Gas Corporation Ltd.,Equity,0.69%,ETFs - Others
Tech Mahindra Ltd.,Equity,0.69%,ETFs - Others
Bajaj Auto Ltd.,Equity,0.66%,ETFs - Others
Adani Ports and Special Economic Zone Ltd.,Equity,0.63%,ETFs - Others
Dr Reddys Laboratories Ltd.,Equity,0.61%,ETFs - Others
HDFC Life Insurance Company Ltd.,Equity,0.60%,ETFs - Others
Trent Ltd.,Equity,0.59%,ETFs - Others
Zomato Ltd.,Equity,0.59%,ETFs - Others
Cipla Ltd.,Equity,0.58%,ETFs - Others
Wipro Ltd.,Equity,0.57%,ETFs - Others
Tata Consumer Products Ltd.,Equity,0.57%,ETFs - Others
Bharat Electronics Ltd.,Equity,0.57%,ETFs - Others
SBI Life Insurance Company Ltd.,Equity,0.56%,ETFs - Others
Britannia Industries Ltd.,Equity,0.55%,ETFs - Others
Avenue Supermarts Ltd.,Equity,0.53%,ETFs - Others
Eicher Motors Ltd.,Equity,0.50%,ETFs - Others
Varun Beverages Ltd.,Equity,0.50%,ETFs - Others
Ltimindtree Ltd.,Equity,0.50%,ETFs - Others
Apollo Hospitals Enterprise Ltd.,Equity,0.49%,ETFs - Others
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,0.49%,ETFs - Others
Tata Power Company Ltd.,Equity,0.48%,ETFs - Others
Power Finance Corporation Ltd.,Equity,0.48%,ETFs - Others
Hero Motocorp Ltd.,Equity,0.46%,ETFs - Others
Hindustan Aeronautics Ltd.,Equity,0.45%,ETFs - Others
Max Healthcare Institute Ltd.,Equity,0.44%,ETFs - Others
Cholamandalam Investment & Finance Company Ltd.,Equity,0.44%,ETFs - Others
Divi Laboratories Ltd.,Equity,0.43%,ETFs - Others
Indian Oil Corporation Ltd.,Equity,0.43%,ETFs - Others
TVS Motor Company Ltd.,Equity,0.41%,ETFs - Others
DLF Ltd.,Equity,0.39%,ETFs - Others
GAIL (India) Ltd.,Equity,0.38%,ETFs - Others
Bank Of Baroda,Equity,0.37%,ETFs - Others
Bharat Petroleum Corporation Ltd.,Equity,0.37%,ETFs - Others
Godrej Consumer Products Ltd.,Equity,0.37%,ETFs - Others
Pidilite Industries Ltd.,Equity,0.36%,ETFs - Others
The Indian Hotels Company Ltd.,Equity,0.33%,ETFs - Others
Ambuja Cements Ltd.,Equity,0.33%,ETFs - Others
Info Edge (India) Ltd.,Equity,0.33%,ETFs - Others
Persistent Systems Ltd.,Equity,0.33%,ETFs - Others
The Federal Bank Ltd.,Equity,0.33%,ETFs - Others
Au Small Finance Bank Ltd.,Equity,0.33%,ETFs - Others
Yes Bank Ltd.,Equity,0.32%,ETFs - Others
Tube Investments Of India Ltd.,Equity,0.32%,ETFs - Others
Interglobe Aviation Ltd.,Equity,0.31%,ETFs - Others
SRF Ltd.,Equity,0.31%,ETFs - Others
Siemens Ltd.,Equity,0.31%,ETFs - Others
Havells India Ltd.,Equity,0.29%,ETFs - Others
Colgate-Palmolive Ltd.,Equity,0.29%,ETFs - Others
United Spirits Ltd.,Equity,0.29%,ETFs - Others
ICICI Lombard General Insurance Company Ltd.,Equity,0.29%,ETFs - Others
Bajaj Holdings & Investment Ltd.,Equity,0.28%,ETFs - Others
Dabur India Ltd.,Equity,0.28%,ETFs - Others
Lupin Ltd.,Equity,0.28%,ETFs - Others
Bharat Forge Ltd.,Equity,0.27%,ETFs - Others
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,0.27%,ETFs - Others
Vedanta Ltd.,Equity,0.27%,ETFs - Others
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,0.26%,ETFs - Others
APL Apollo Tubes Ltd.,Equity,0.25%,ETFs - Others
Shree Cement Ltd.,Equity,0.25%,ETFs - Others
Marico Ltd.,Equity,0.24%,ETFs - Others
PI Industries Ltd.,Equity,0.24%,ETFs - Others
Indian Railway Catering & Tourism Corporation Ltd.,Equity,0.23%,ETFs - Others
Zee Entertainment Enterprises Ltd.,Equity,0.23%,ETFs - Others
Ashok Leyland Ltd.,Equity,0.23%,ETFs - Others
Tata Motors - DVR - A - ORDY,Equity,0.21%,ETFs - Others
SBI Cards & Payment Services Pvt. Ltd.,Equity,0.19%,ETFs - Others
Page Industries Ltd.,Equity,0.19%,ETFs - Others
Jubilant Foodworks Ltd.,Equity,0.19%,ETFs - Others
ICICI Prudential Life Insurance Company Ltd.,Equity,0.18%,ETFs - Others
Net Receivables/(Payable),Others,0.02%,ETFs - Others
HDFC Bank Ltd.,Equity,15.73%,ETFs - Others
Reliance Industries Ltd.,Equity,10.81%,ETFs - Others
ICICI Bank Ltd.,Equity,8.47%,ETFs - Others
Infosys Ltd.,Equity,6.68%,ETFs - Others
Larsen & Toubro Ltd.,Equity,5.17%,ETFs - Others
ITC Ltd.,Equity,4.96%,ETFs - Others
Tata Consultancy Services Ltd.,Equity,4.71%,ETFs - Others
Axis Bank Ltd.,Equity,3.79%,ETFs - Others
Kotak Mahindra Bank Ltd.,Equity,3.31%,ETFs - Others
Bharti Airtel Ltd.,Equity,3.17%,ETFs - Others
State Bank Of India,Equity,2.99%,ETFs - Others
Hindustan Unilever Ltd.,Equity,2.88%,ETFs - Others
Bajaj Finance Ltd.,Equity,2.47%,ETFs - Others
Mahindra & Mahindra Ltd.,Equity,2.00%,ETFs - Others
HCL Technologies Ltd.,Equity,1.88%,ETFs - Others
Titan Company Ltd.,Equity,1.86%,ETFs - Others
Asian Paints Ltd.,Equity,1.86%,ETFs - Others
National Thermal Power Corporation Ltd.,Equity,1.79%,ETFs - Others
Tata Motors Ltd.,Equity,1.70%,ETFs - Others
Maruti Suzuki India Ltd.,Equity,1.66%,ETFs - Others
Sun Pharmaceuticals Ind Ltd.,Equity,1.65%,ETFs - Others
Ultratech Cement Ltd.,Equity,1.47%,ETFs - Others
Tata Steel Ltd.,Equity,1.36%,ETFs - Others
Power Grid Corporation Of India Ltd.,Equity,1.31%,ETFs - Others
Indusind Bank Ltd.,Equity,1.27%,ETFs - Others
Nestle India Ltd.,Equity,1.15%,ETFs - Others
Bajaj Finserv Ltd.,Equity,1.11%,ETFs - Others
JSW Steel Ltd.,Equity,1.02%,ETFs - Others
Tech Mahindra Ltd.,Equity,0.96%,ETFs - Others
Wipro Ltd.,Equity,0.81%,ETFs - Others
Triparty Repo,Others,0.04%,ETFs - Others
Net Receivables/(Payable),Others,-0.04%,ETFs - Others
Trent Ltd.,Equity,3.53%,ETFs - Others
Zomato Ltd.,Equity,3.50%,ETFs - Others
Avenue Supermarts Ltd.,Equity,3.15%,ETFs - Others
Varun Beverages Ltd.,Equity,2.98%,ETFs - Others
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,2.94%,ETFs - Others
Tata Power Company Ltd.,Equity,2.90%,ETFs - Others
Power Finance Corporation Ltd.,Equity,2.86%,ETFs - Others
Hindustan Aeronautics Ltd.,Equity,2.71%,ETFs - Others
Cholamandalam Investment & Finance Company Ltd.,Equity,2.62%,ETFs - Others
Max Healthcare Institute Ltd.,Equity,2.62%,ETFs - Others
Indian Oil Corporation Ltd.,Equity,2.55%,ETFs - Others
TVS Motor Company Ltd.,Equity,2.48%,ETFs - Others
DLF Ltd.,Equity,2.32%,ETFs - Others
GAIL (India) Ltd.,Equity,2.25%,ETFs - Others
Bank Of Baroda,Equity,2.22%,ETFs - Others
Godrej Consumer Products Ltd.,Equity,2.20%,ETFs - Others
Pidilite Industries Ltd.,Equity,2.14%,ETFs - Others
The Indian Hotels Company Ltd.,Equity,1.99%,ETFs - Others
Ambuja Cements Ltd.,Equity,1.97%,ETFs - Others
The Federal Bank Ltd.,Equity,1.95%,ETFs - Others
Info Edge (India) Ltd.,Equity,1.95%,ETFs - Others
Au Small Finance Bank Ltd.,Equity,1.95%,ETFs - Others
Yes Bank Ltd.,Equity,1.94%,ETFs - Others
Persistent Systems Ltd.,Equity,1.93%,ETFs - Others
Tube Investments Of India Ltd.,Equity,1.90%,ETFs - Others
Interglobe Aviation Ltd.,Equity,1.88%,ETFs - Others
SRF Ltd.,Equity,1.86%,ETFs - Others
Siemens Ltd.,Equity,1.84%,ETFs - Others
Havells India Ltd.,Equity,1.77%,ETFs - Others
Colgate-Palmolive Ltd.,Equity,1.74%,ETFs - Others
ICICI Lombard General Insurance Company Ltd.,Equity,1.73%,ETFs - Others
United Spirits Ltd.,Equity,1.72%,ETFs - Others
Bajaj Holdings & Investment Ltd.,Equity,1.71%,ETFs - Others
Dabur India Ltd.,Equity,1.68%,ETFs - Others
Lupin Ltd.,Equity,1.64%,ETFs - Others
Bharat Forge Ltd.,Equity,1.63%,ETFs - Others
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,1.62%,ETFs - Others
Vedanta Ltd.,Equity,1.58%,ETFs - Others
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,1.54%,ETFs - Others
APL Apollo Tubes Ltd.,Equity,1.51%,ETFs - Others
Marico Ltd.,Equity,1.46%,ETFs - Others
PI Industries Ltd.,Equity,1.45%,ETFs - Others
Shree Cement Ltd.,Equity,1.45%,ETFs - Others
Indian Railway Catering & Tourism Corporation Ltd.,Equity,1.39%,ETFs - Others
Zee Entertainment Enterprises Ltd.,Equity,1.36%,ETFs - Others
Ashok Leyland Ltd.,Equity,1.34%,ETFs - Others
Page Industries Ltd.,Equity,1.18%,ETFs - Others
SBI Cards & Payment Services Pvt. Ltd.,Equity,1.15%,ETFs - Others
Jubilant Foodworks Ltd.,Equity,1.11%,ETFs - Others
ICICI Prudential Life Insurance Company Ltd.,Equity,1.07%,ETFs - Others
Net Receivables/(Payable),Others,0.05%,ETFs - Others
Triparty Repo,Others,0.01%,ETFs - Others
HDFC Bank Ltd.,Equity,13.46%,ETFs - Others
Reliance Industries Ltd.,Equity,9.18%,ETFs - Others
ICICI Bank Ltd.,Equity,7.33%,ETFs - Others
Infosys Ltd.,Equity,5.78%,ETFs - Others
Larsen & Toubro Ltd.,Equity,4.47%,ETFs - Others
ITC Ltd.,Equity,4.29%,ETFs - Others
Tata Consultancy Services Ltd.,Equity,4.08%,ETFs - Others
Axis Bank Ltd.,Equity,3.21%,ETFs - Others
Kotak Mahindra Bank Ltd.,Equity,2.94%,ETFs - Others
Bharti Airtel Ltd.,Equity,2.73%,ETFs - Others
State Bank Of India,Equity,2.58%,ETFs - Others
Hindustan Unilever Ltd.,Equity,2.50%,ETFs - Others
Bajaj Finance Ltd.,Equity,2.05%,ETFs - Others
HCL Technologies Ltd.,Equity,1.63%,ETFs - Others
Mahindra & Mahindra Ltd.,Equity,1.62%,ETFs - Others
Asian Paints Ltd.,Equity,1.61%,ETFs - Others
Titan Company Ltd.,Equity,1.61%,ETFs - Others
National Thermal Power Corporation Ltd.,Equity,1.55%,ETFs - Others
Tata Motors Ltd.,Equity,1.44%,ETFs - Others
Maruti Suzuki India Ltd.,Equity,1.44%,ETFs - Others
Sun Pharmaceuticals Ind Ltd.,Equity,1.43%,ETFs - Others
Ultratech Cement Ltd.,Equity,1.27%,ETFs - Others
Tata Steel Ltd.,Equity,1.19%,ETFs - Others
Power Grid Corporation Of India Ltd.,Equity,1.13%,ETFs - Others
Indusind Bank Ltd.,Equity,1.09%,ETFs - Others
Nestle India Ltd.,Equity,0.99%,ETFs - Others
Adani Enterprises Ltd.,Equity,0.99%,ETFs - Others
Bajaj Finserv Ltd.,Equity,0.96%,ETFs - Others
Hindalco Industries Ltd.,Equity,0.94%,ETFs - Others
Coal India Ltd.,Equity,0.90%,ETFs - Others
Adani Ports and Special Economic Zone Ltd.,Equity,0.86%,ETFs - Others
JSW Steel Ltd.,Equity,0.86%,ETFs - Others
Oil & Natural Gas Corporation Ltd.,Equity,0.84%,ETFs - Others
Tech Mahindra Ltd.,Equity,0.83%,ETFs - Others
Grasim Industries Ltd.,Equity,0.82%,ETFs - Others
Bajaj Auto Ltd.,Equity,0.80%,ETFs - Others
Dr Reddys Laboratories Ltd.,Equity,0.74%,ETFs - Others
HDFC Life Insurance Company Ltd.,Equity,0.73%,ETFs - Others
Wipro Ltd.,Equity,0.70%,ETFs - Others
Tata Consumer Products Ltd.,Equity,0.69%,ETFs - Others
Cipla Ltd.,Equity,0.68%,ETFs - Others
SBI Life Insurance Company Ltd.,Equity,0.67%,ETFs - Others
Britannia Industries Ltd.,Equity,0.66%,ETFs - Others
Ltimindtree Ltd.,Equity,0.60%,ETFs - Others
Apollo Hospitals Enterprise Ltd.,Equity,0.60%,ETFs - Others
Eicher Motors Ltd.,Equity,0.59%,ETFs - Others
Hero Motocorp Ltd.,Equity,0.56%,ETFs - Others
Divi Laboratories Ltd.,Equity,0.52%,ETFs - Others
