Company Name,Asset Type,Percentage Allocation,Portfolio Date,Scheme Name,Fund Type
Britannia Industries Ltd.,Equity,0.66%,31/12/2023,Kotak Nifty 50 ETF,ETFs - Others
Ltimindtree Ltd.,Equity,0.61%,31/12/2023,Kotak Nifty 50 ETF,ETFs - Others
Apollo Hospitals Enterprise Ltd.,Equity,0.60%,31/12/2023,Kotak Nifty 50 ETF,ETFs - Others
Eicher Motors Ltd.,Equity,0.60%,31/12/2023,Kotak Nifty 50 ETF,ETFs - Others
Hero Motocorp Ltd.,Equity,0.57%,31/12/2023,Kotak Nifty 50 ETF,ETFs - Others
Divi Laboratories Ltd.,Equity,0.52%,31/12/2023,Kotak Nifty 50 ETF,ETFs - Others
Bharat Petroleum Corporation Ltd.,Equity,0.45%,31/12/2023,Kotak Nifty 50 ETF,ETFs - Others
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,0.31%,31/12/2023,Kotak Nifty 50 ETF,ETFs - Others
Current Assets,Others,0.02%,31/12/2023,Kotak Nifty 50 ETF,ETFs - Others
Suzlon Energy Ltd.,Equity,5.53%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Apar Industries Ltd.,Equity,5.24%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
BSE Ltd.,Equity,5.06%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
REC Ltd.,Equity,4.06%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Power Finance Corporation Ltd.,Equity,3.88%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Aurobindo Pharma Ltd.,Equity,2.89%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Cyient Ltd.,Equity,2.88%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Indian Railway Finance Corporation Ltd.,Equity,2.88%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Rail Vikas Nigam Ltd.,Equity,2.78%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Prestige Estates Projects Ltd.,Equity,2.75%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Bharat Heavy Electricals Ltd.,Equity,2.57%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
KPIT Technologies Ltd.,Equity,2.55%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Polycab India Ltd.,Equity,2.53%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Multi Commodity Exchange of India Ltd.,Equity,2.52%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Birlasoft Ltd.,Equity,2.42%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
NCC Ltd.,Equity,2.41%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Angel One Ltd. (Erstwhile Angel Broking Ltd.),Equity,2.35%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
KEI Industries Ltd.,Equity,2.31%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Trent Ltd.,Equity,2.23%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
PB Fintech Ltd.,Equity,2.07%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Glenmark Pharmaceuticals Ltd.,Equity,2.05%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
The Supreme Industries Ltd.,Equity,2.04%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
One 97 Communications Ltd.,Equity,2.00%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
TVS Motor Company Ltd.,Equity,1.99%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Zomato Ltd.,Equity,1.94%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Varun Beverages Ltd.,Equity,1.93%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
L&T Finance Holding Ltd.,Equity,1.85%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Hindustan Aeronautics Ltd.,Equity,1.81%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
CG Power & Industrial Solutions Ltd.,Equity,1.53%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Zydus Lifesciences Ltd.,Equity,1.49%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Punjab National Bank,Equity,1.35%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Indian Bank,Equity,1.28%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
APL Apollo Tubes Ltd.,Equity,1.28%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Karnataka Bank Ltd.,Equity,1.23%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
ABB India Ltd.,Equity,1.20%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,1.14%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
IDFC Ltd.,Equity,1.13%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Cholamandalam Investment & Finance Company Ltd.,Equity,1.01%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Bharat Electronics Ltd.,Equity,0.98%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Escorts Kubota Ltd.,Equity,0.98%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Apollo Tyres Ltd.,Equity,0.94%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Cummins India Ltd.,Equity,0.87%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Siemens Ltd.,Equity,0.82%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
The Indian Hotels Company Ltd.,Equity,0.77%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
NHPC Ltd.,Equity,0.74%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Poonawalla Fincorp Ltd. (Erstwhile Magma Fincorp Ltd.),Equity,0.74%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Union Bank Of India,Equity,0.74%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
ITC Ltd.,Equity,0.71%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Mahindra & Mahindra Financial Services Ltd.,Equity,0.65%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Canara Bank,Equity,0.63%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Bank Of India,Equity,0.21%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
Current Assets,Others,0.05%,31/12/2023,Kotak Nifty Alpha 50 ETF,ETFs - Others
HDFC Bank Ltd.,Equity,29.39%,31/12/2023,Kotak Nifty Bank ETF,ETFs - Others
ICICI Bank Ltd.,Equity,22.57%,31/12/2023,Kotak Nifty Bank ETF,ETFs - Others
Kotak Mahindra Bank Ltd.,Equity,9.92%,31/12/2023,Kotak Nifty Bank ETF,ETFs - Others
Axis Bank Ltd.,Equity,9.88%,31/12/2023,Kotak Nifty Bank ETF,ETFs - Others
State Bank Of India,Equity,9.87%,31/12/2023,Kotak Nifty Bank ETF,ETFs - Others
Indusind Bank Ltd.,Equity,6.43%,31/12/2023,Kotak Nifty Bank ETF,ETFs - Others
Bank Of Baroda,Equity,2.62%,31/12/2023,Kotak Nifty Bank ETF,ETFs - Others
Au Small Finance Bank Ltd.,Equity,2.30%,31/12/2023,Kotak Nifty Bank ETF,ETFs - Others
The Federal Bank Ltd.,Equity,2.13%,31/12/2023,Kotak Nifty Bank ETF,ETFs - Others
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,2.06%,31/12/2023,Kotak Nifty Bank ETF,ETFs - Others
Punjab National Bank,Equity,1.73%,31/12/2023,Kotak Nifty Bank ETF,ETFs - Others
Bandhan Bank Ltd.,Equity,1.11%,31/12/2023,Kotak Nifty Bank ETF,ETFs - Others
Triparty Repo,Others,0.01%,31/12/2023,Kotak Nifty Bank ETF,ETFs - Others
Current Assets,Others,0.00%,31/12/2023,Kotak Nifty Bank ETF,ETFs - Others
Bharti Airtel Ltd.,Equity,10.09%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
ITC Ltd.,Equity,9.90%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Hindustan Unilever Ltd.,Equity,9.60%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Mahindra & Mahindra Ltd.,Equity,6.26%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Titan Company Ltd.,Equity,6.20%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Asian Paints Ltd.,Equity,6.18%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Maruti Suzuki India Ltd.,Equity,5.44%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Nestle India Ltd.,Equity,3.97%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Bajaj Auto Ltd.,Equity,3.12%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Trent Ltd.,Equity,2.70%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Tata Consumer Products Ltd.,Equity,2.64%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Britannia Industries Ltd.,Equity,2.51%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Avenue Supermarts Ltd.,Equity,2.48%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Varun Beverages Ltd.,Equity,2.40%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Apollo Hospitals Enterprise Ltd.,Equity,2.30%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Eicher Motors Ltd.,Equity,2.28%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Tata Power Company Ltd.,Equity,2.27%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Hero Motocorp Ltd.,Equity,2.18%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Max Healthcare Institute Ltd.,Equity,2.04%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
DLF Ltd.,Equity,1.88%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Godrej Consumer Products Ltd.,Equity,1.72%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Info Edge (India) Ltd.,Equity,1.60%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
The Indian Hotels Company Ltd.,Equity,1.55%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Havells India Ltd.,Equity,1.38%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Colgate-Palmolive Ltd.,Equity,1.37%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Dabur India Ltd.,Equity,1.31%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
United Spirits Ltd.,Equity,1.31%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Adani Transmission Ltd.,Equity,1.27%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Marico Ltd.,Equity,1.15%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Page Industries Ltd.,Equity,0.88%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Current Assets,Others,0.02%,31/12/2023,Kotak NIFTY India Consumption ETF,ETFs - Others
Infosys Ltd.,Equity,27.16%,31/12/2023,Kotak Nifty IT ETF,ETFs - Others
Tata Consultancy Services Ltd.,Equity,24.78%,31/12/2023,Kotak Nifty IT ETF,ETFs - Others
HCL Technologies Ltd.,Equity,10.01%,31/12/2023,Kotak Nifty IT ETF,ETFs - Others
Tech Mahindra Ltd.,Equity,9.52%,31/12/2023,Kotak Nifty IT ETF,ETFs - Others
Wipro Ltd.,Equity,7.96%,31/12/2023,Kotak Nifty IT ETF,ETFs - Others
Ltimindtree Ltd.,Equity,6.92%,31/12/2023,Kotak Nifty IT ETF,ETFs - Others
Coforge Ltd.,Equity,4.59%,31/12/2023,Kotak Nifty IT ETF,ETFs - Others
Persistent Systems Ltd.,Equity,4.56%,31/12/2023,Kotak Nifty IT ETF,ETFs - Others
Mphasis Ltd.,Equity,2.73%,31/12/2023,Kotak Nifty IT ETF,ETFs - Others
L&T Technology Services Ltd.,Equity,1.73%,31/12/2023,Kotak Nifty IT ETF,ETFs - Others
Current Assets,Others,0.04%,31/12/2023,Kotak Nifty IT ETF,ETFs - Others
Power Finance Corporation Ltd.,Equity,4.77%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
REC Ltd.,Equity,4.39%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
The Indian Hotels Company Ltd.,Equity,3.32%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Coforge Ltd.,Equity,3.29%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Persistent Systems Ltd.,Equity,3.27%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Au Small Finance Bank Ltd.,Equity,3.26%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
The Federal Bank Ltd.,Equity,3.01%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,2.91%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
HDFC Asset Management Company Ltd.,Equity,2.76%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Lupin Ltd.,Equity,2.74%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Bharat Forge Ltd.,Equity,2.73%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Aurobindo Pharma Ltd.,Equity,2.62%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Cummins India Ltd.,Equity,2.29%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
MRF Ltd.,Equity,2.27%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Alkem Laboratories Ltd.,Equity,2.24%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Ashok Leyland Ltd.,Equity,2.24%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Polycab India Ltd.,Equity,2.20%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Hindustan Petroleum Corporation Ltd.,Equity,2.19%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Zee Entertainment Enterprises Ltd.,Equity,2.18%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
NMDC Ltd.,Equity,2.06%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Page Industries Ltd.,Equity,2.04%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Container Corporation Of India Ltd.,Equity,2.03%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Max Financial Services Ltd.,Equity,2.01%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Godrej Properties Ltd.,Equity,1.97%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Mphasis Ltd.,Equity,1.96%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Astral Ltd. (Erstwhile Astral Poly Technik Ltd.),Equity,1.94%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Voltas Ltd.,Equity,1.92%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Jubilant Foodworks Ltd.,Equity,1.86%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Tata Communications Ltd.,Equity,1.78%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Balkrishna Industries Ltd.,Equity,1.75%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Bandhan Bank Ltd.,Equity,1.57%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Dalmia Bharat Ltd.,Equity,1.54%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Steel Authority Of India Ltd.,Equity,1.54%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
ACC Ltd.,Equity,1.53%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Oberoi Realty Ltd.,Equity,1.44%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Petronet Lng Ltd.,Equity,1.44%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Mahindra & Mahindra Financial Services Ltd.,Equity,1.41%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
LIC Housing Finance Ltd.,Equity,1.39%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Indraprastha Gas Ltd.,Equity,1.26%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
L&T Technology Services Ltd.,Equity,1.24%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
United Breweries Ltd.,Equity,1.14%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Indus Towers Ltd. (Erstwhile Bharti Infratel Limited),Equity,1.11%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Vodafone Idea Ltd.,Equity,1.07%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Abbott India Ltd.,Equity,1.05%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Aditya Birla Capital Ltd.,Equity,1.00%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Biocon Ltd.,Equity,0.95%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Bata India Ltd.,Equity,0.91%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Escorts Kubota Ltd.,Equity,0.85%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Oracle Financial Services Software Ltd.,Equity,0.85%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Gujarat Gas Ltd.,Equity,0.68%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Current Assets,Others,0.04%,31/12/2023,Kotak Nifty Midcap 50 ETF,ETFs - Others
Nestle India Ltd.,Equity,10.17%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Hindustan Unilever Ltd.,Equity,10.08%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Maruti Suzuki India Ltd.,Equity,9.81%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Britannia Industries Ltd.,Equity,8.27%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Ambuja Cements Ltd.,Equity,5.02%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Siemens Ltd.,Equity,4.70%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Vedanta Ltd.,Equity,4.54%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Colgate-Palmolive Ltd.,Equity,4.42%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
United Spirits Ltd.,Equity,4.27%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Cummins India Ltd.,Equity,3.50%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Ashok Leyland Ltd.,Equity,3.43%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
ABB India Ltd.,Equity,3.25%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Mphasis Ltd.,Equity,2.99%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Bosch Ltd.,Equity,2.48%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Procter & Gamble Hygiene & Healthcare Ltd.,Equity,2.15%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Gland Pharma Ltd.,Equity,1.75%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
United Breweries Ltd.,Equity,1.73%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Schaeffler India Ltd.,Equity,1.71%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Abbott India Ltd.,Equity,1.58%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Linde India Ltd.,Equity,1.58%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Grindwell Norton Ltd.,Equity,1.42%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
SKF India Ltd.,Equity,1.41%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Bata India Ltd.,Equity,1.39%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
3M India Ltd.,Equity,1.39%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
CRISIL Ltd.,Equity,1.37%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Timken India Ltd.,Equity,1.32%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Oracle Financial Services Software Ltd.,Equity,1.30%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Honeywell Automation India Ltd.,Equity,1.05%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Kansai Nerolac Paints Ltd.,Equity,0.88%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Pfizer Ltd.,Equity,0.85%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Triparty Repo,Others,0.67%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
Current Assets,Others,-0.47%,31/12/2023,Kotak Nifty MNC ETF,ETFs - Others
State Bank Of India,Equity,31.97%,31/12/2023,Kotak Nifty PSU Bank ETF,ETFs - Others
Bank Of Baroda,Equity,17.54%,31/12/2023,Kotak Nifty PSU Bank ETF,ETFs - Others
Punjab National Bank,Equity,12.03%,31/12/2023,Kotak Nifty PSU Bank ETF,ETFs - Others
Canara Bank,Equity,11.97%,31/12/2023,Kotak Nifty PSU Bank ETF,ETFs - Others
Union Bank Of India,Equity,8.58%,31/12/2023,Kotak Nifty PSU Bank ETF,ETFs - Others
Indian Bank,Equity,6.23%,31/12/2023,Kotak Nifty PSU Bank ETF,ETFs - Others
Bank Of India,Equity,5.85%,31/12/2023,Kotak Nifty PSU Bank ETF,ETFs - Others
Bank Of Maharashtra,Equity,1.89%,31/12/2023,Kotak Nifty PSU Bank ETF,ETFs - Others
Indian Overseas Bank,Equity,1.38%,31/12/2023,Kotak Nifty PSU Bank ETF,ETFs - Others
Central Bank Of India,Equity,1.29%,31/12/2023,Kotak Nifty PSU Bank ETF,ETFs - Others
Uco Bank,Equity,1.00%,31/12/2023,Kotak Nifty PSU Bank ETF,ETFs - Others
Punjab & Sind Bank,Equity,0.25%,31/12/2023,Kotak Nifty PSU Bank ETF,ETFs - Others
Current Assets,Others,0.01%,31/12/2023,Kotak Nifty PSU Bank ETF,ETFs - Others
HDFC Bank Ltd.,Equity,15.73%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Reliance Industries Ltd.,Equity,10.81%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
ICICI Bank Ltd.,Equity,8.46%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Infosys Ltd.,Equity,6.68%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Larsen & Toubro Ltd.,Equity,5.17%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
ITC Ltd.,Equity,4.96%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Tata Consultancy Services Ltd.,Equity,4.71%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Axis Bank Ltd.,Equity,3.79%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Kotak Mahindra Bank Ltd.,Equity,3.31%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Bharti Airtel Ltd.,Equity,3.17%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
State Bank Of India,Equity,2.99%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Hindustan Unilever Ltd.,Equity,2.88%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Bajaj Finance Ltd.,Equity,2.47%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Mahindra & Mahindra Ltd.,Equity,2.00%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
HCL Technologies Ltd.,Equity,1.88%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Asian Paints Ltd.,Equity,1.86%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Titan Company Ltd.,Equity,1.86%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
National Thermal Power Corporation Ltd.,Equity,1.79%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Tata Motors Ltd.,Equity,1.70%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Maruti Suzuki India Ltd.,Equity,1.66%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Sun Pharmaceuticals Ind Ltd.,Equity,1.65%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Ultratech Cement Ltd.,Equity,1.47%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Tata Steel Ltd.,Equity,1.36%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Power Grid Corporation Of India Ltd.,Equity,1.31%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Indusind Bank Ltd.,Equity,1.27%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Nestle India Ltd.,Equity,1.15%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Bajaj Finserv Ltd.,Equity,1.11%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
JSW Steel Ltd.,Equity,1.02%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Tech Mahindra Ltd.,Equity,0.96%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Wipro Ltd.,Equity,0.81%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
Current Assets,Others,0.02%,31/12/2023,Kotak S&P BSE Sensex ETF,ETFs - Others
HDFC Bank Ltd.,Equity,11.35%,31/12/2023,LIC MF Nifty 100 ETF,ETFs - Others
Reliance Industries Ltd.,Equity,7.70%,31/12/2023,LIC MF Nifty 100 ETF,ETFs - Others
ICICI Bank Ltd.,Equity,6.16%,31/12/2023,LIC MF Nifty 100 ETF,ETFs - Others
Infosys Ltd.,Equity,4.87%,31/12/2023,LIC MF Nifty 100 ETF,ETFs - Others
Larsen & Toubro Ltd.,Equity,3.67%,31/12/2023,LIC MF Nifty 100 ETF,ETFs - Others
ITC Ltd.,Equity,3.62%,31/12/2023,LIC MF Nifty 100 ETF,ETFs - Others
Tata Consultancy Services Ltd.,Equity,3.39%,31/12/2023,LIC MF Nifty 100 ETF,ETFs - Others
Axis Bank Ltd.,Equity,2.69%,31/12/2023,LIC MF Nifty 100 ETF,ETFs - Others
Kotak Mahindra Bank Ltd.,Equity,2.47%,31/12/2023,LIC MF Nifty 100 ETF,ETFs - Others
Bharti Airtel Ltd.,Equity,2.31%,31/12/2023,LIC MF Nifty 100 ETF,ETFs - Others
