Company Name,Asset Type,Percentage Allocation,Fund Type
Persistent Systems Ltd.,Equity,0.33%,ETFs - Others
The Federal Bank Ltd.,Equity,0.33%,ETFs - Others
Au Small Finance Bank Ltd.,Equity,0.33%,ETFs - Others
Yes Bank Ltd.,Equity,0.32%,ETFs - Others
Tube Investments Of India Ltd.,Equity,0.32%,ETFs - Others
Interglobe Aviation Ltd.,Equity,0.31%,ETFs - Others
SRF Ltd.,Equity,0.31%,ETFs - Others
Siemens Ltd.,Equity,0.31%,ETFs - Others
Havells India Ltd.,Equity,0.29%,ETFs - Others
Colgate-Palmolive Ltd.,Equity,0.29%,ETFs - Others
United Spirits Ltd.,Equity,0.29%,ETFs - Others
ICICI Lombard General Insurance Company Ltd.,Equity,0.29%,ETFs - Others
Bajaj Holdings & Investment Ltd.,Equity,0.28%,ETFs - Others
Dabur India Ltd.,Equity,0.28%,ETFs - Others
Lupin Ltd.,Equity,0.28%,ETFs - Others
Bharat Forge Ltd.,Equity,0.27%,ETFs - Others
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,0.27%,ETFs - Others
Vedanta Ltd.,Equity,0.27%,ETFs - Others
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,0.26%,ETFs - Others
APL Apollo Tubes Ltd.,Equity,0.25%,ETFs - Others
Shree Cement Ltd.,Equity,0.25%,ETFs - Others
Marico Ltd.,Equity,0.24%,ETFs - Others
PI Industries Ltd.,Equity,0.24%,ETFs - Others
Indian Railway Catering & Tourism Corporation Ltd.,Equity,0.23%,ETFs - Others
Zee Entertainment Enterprises Ltd.,Equity,0.23%,ETFs - Others
Ashok Leyland Ltd.,Equity,0.23%,ETFs - Others
Tata Motors - DVR - A - ORDY,Equity,0.21%,ETFs - Others
SBI Cards & Payment Services Pvt. Ltd.,Equity,0.19%,ETFs - Others
Page Industries Ltd.,Equity,0.19%,ETFs - Others
Jubilant Foodworks Ltd.,Equity,0.19%,ETFs - Others
ICICI Prudential Life Insurance Company Ltd.,Equity,0.18%,ETFs - Others
Net Receivables/(Payable),Others,0.02%,ETFs - Others
HDFC Bank Ltd.,Equity,15.73%,ETFs - Others
Reliance Industries Ltd.,Equity,10.81%,ETFs - Others
ICICI Bank Ltd.,Equity,8.47%,ETFs - Others
Infosys Ltd.,Equity,6.68%,ETFs - Others
Larsen & Toubro Ltd.,Equity,5.17%,ETFs - Others
ITC Ltd.,Equity,4.96%,ETFs - Others
Tata Consultancy Services Ltd.,Equity,4.71%,ETFs - Others
Axis Bank Ltd.,Equity,3.79%,ETFs - Others
Kotak Mahindra Bank Ltd.,Equity,3.31%,ETFs - Others
Bharti Airtel Ltd.,Equity,3.17%,ETFs - Others
State Bank Of India,Equity,2.99%,ETFs - Others
Hindustan Unilever Ltd.,Equity,2.88%,ETFs - Others
Bajaj Finance Ltd.,Equity,2.47%,ETFs - Others
Mahindra & Mahindra Ltd.,Equity,2.00%,ETFs - Others
HCL Technologies Ltd.,Equity,1.88%,ETFs - Others
Titan Company Ltd.,Equity,1.86%,ETFs - Others
Asian Paints Ltd.,Equity,1.86%,ETFs - Others
National Thermal Power Corporation Ltd.,Equity,1.79%,ETFs - Others
Tata Motors Ltd.,Equity,1.70%,ETFs - Others
Maruti Suzuki India Ltd.,Equity,1.66%,ETFs - Others
Sun Pharmaceuticals Ind Ltd.,Equity,1.65%,ETFs - Others
Ultratech Cement Ltd.,Equity,1.47%,ETFs - Others
Tata Steel Ltd.,Equity,1.36%,ETFs - Others
Power Grid Corporation Of India Ltd.,Equity,1.31%,ETFs - Others
Indusind Bank Ltd.,Equity,1.27%,ETFs - Others
Nestle India Ltd.,Equity,1.15%,ETFs - Others
Bajaj Finserv Ltd.,Equity,1.11%,ETFs - Others
JSW Steel Ltd.,Equity,1.02%,ETFs - Others
Tech Mahindra Ltd.,Equity,0.96%,ETFs - Others
Wipro Ltd.,Equity,0.81%,ETFs - Others
Triparty Repo,Others,0.04%,ETFs - Others
Net Receivables/(Payable),Others,-0.04%,ETFs - Others
Trent Ltd.,Equity,3.53%,ETFs - Others
Zomato Ltd.,Equity,3.50%,ETFs - Others
Avenue Supermarts Ltd.,Equity,3.15%,ETFs - Others
Varun Beverages Ltd.,Equity,2.98%,ETFs - Others
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,2.94%,ETFs - Others
Tata Power Company Ltd.,Equity,2.90%,ETFs - Others
Power Finance Corporation Ltd.,Equity,2.86%,ETFs - Others
Hindustan Aeronautics Ltd.,Equity,2.71%,ETFs - Others
Cholamandalam Investment & Finance Company Ltd.,Equity,2.62%,ETFs - Others
Max Healthcare Institute Ltd.,Equity,2.62%,ETFs - Others
Indian Oil Corporation Ltd.,Equity,2.55%,ETFs - Others
TVS Motor Company Ltd.,Equity,2.48%,ETFs - Others
DLF Ltd.,Equity,2.32%,ETFs - Others
GAIL (India) Ltd.,Equity,2.25%,ETFs - Others
Bank Of Baroda,Equity,2.22%,ETFs - Others
Godrej Consumer Products Ltd.,Equity,2.20%,ETFs - Others
Pidilite Industries Ltd.,Equity,2.14%,ETFs - Others
The Indian Hotels Company Ltd.,Equity,1.99%,ETFs - Others
Ambuja Cements Ltd.,Equity,1.97%,ETFs - Others
The Federal Bank Ltd.,Equity,1.95%,ETFs - Others
Info Edge (India) Ltd.,Equity,1.95%,ETFs - Others
Au Small Finance Bank Ltd.,Equity,1.95%,ETFs - Others
Yes Bank Ltd.,Equity,1.94%,ETFs - Others
Persistent Systems Ltd.,Equity,1.93%,ETFs - Others
Tube Investments Of India Ltd.,Equity,1.90%,ETFs - Others
Interglobe Aviation Ltd.,Equity,1.88%,ETFs - Others
SRF Ltd.,Equity,1.86%,ETFs - Others
Siemens Ltd.,Equity,1.84%,ETFs - Others
Havells India Ltd.,Equity,1.77%,ETFs - Others
Colgate-Palmolive Ltd.,Equity,1.74%,ETFs - Others
ICICI Lombard General Insurance Company Ltd.,Equity,1.73%,ETFs - Others
United Spirits Ltd.,Equity,1.72%,ETFs - Others
Bajaj Holdings & Investment Ltd.,Equity,1.71%,ETFs - Others
Dabur India Ltd.,Equity,1.68%,ETFs - Others
Lupin Ltd.,Equity,1.64%,ETFs - Others
Bharat Forge Ltd.,Equity,1.63%,ETFs - Others
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,1.62%,ETFs - Others
Vedanta Ltd.,Equity,1.58%,ETFs - Others
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,1.54%,ETFs - Others
APL Apollo Tubes Ltd.,Equity,1.51%,ETFs - Others
Marico Ltd.,Equity,1.46%,ETFs - Others
PI Industries Ltd.,Equity,1.45%,ETFs - Others
Shree Cement Ltd.,Equity,1.45%,ETFs - Others
Indian Railway Catering & Tourism Corporation Ltd.,Equity,1.39%,ETFs - Others
Zee Entertainment Enterprises Ltd.,Equity,1.36%,ETFs - Others
Ashok Leyland Ltd.,Equity,1.34%,ETFs - Others
Page Industries Ltd.,Equity,1.18%,ETFs - Others
SBI Cards & Payment Services Pvt. Ltd.,Equity,1.15%,ETFs - Others
Jubilant Foodworks Ltd.,Equity,1.11%,ETFs - Others
ICICI Prudential Life Insurance Company Ltd.,Equity,1.07%,ETFs - Others
Net Receivables/(Payable),Others,0.05%,ETFs - Others
Triparty Repo,Others,0.01%,ETFs - Others
HDFC Bank Ltd.,Equity,13.46%,ETFs - Others
Reliance Industries Ltd.,Equity,9.18%,ETFs - Others
ICICI Bank Ltd.,Equity,7.33%,ETFs - Others
Infosys Ltd.,Equity,5.78%,ETFs - Others
Larsen & Toubro Ltd.,Equity,4.47%,ETFs - Others
ITC Ltd.,Equity,4.29%,ETFs - Others
Tata Consultancy Services Ltd.,Equity,4.08%,ETFs - Others
Axis Bank Ltd.,Equity,3.21%,ETFs - Others
Kotak Mahindra Bank Ltd.,Equity,2.94%,ETFs - Others
Bharti Airtel Ltd.,Equity,2.73%,ETFs - Others
State Bank Of India,Equity,2.58%,ETFs - Others
Hindustan Unilever Ltd.,Equity,2.50%,ETFs - Others
Bajaj Finance Ltd.,Equity,2.05%,ETFs - Others
HCL Technologies Ltd.,Equity,1.63%,ETFs - Others
Mahindra & Mahindra Ltd.,Equity,1.62%,ETFs - Others
Asian Paints Ltd.,Equity,1.61%,ETFs - Others
Titan Company Ltd.,Equity,1.61%,ETFs - Others
National Thermal Power Corporation Ltd.,Equity,1.55%,ETFs - Others
Tata Motors Ltd.,Equity,1.44%,ETFs - Others
Maruti Suzuki India Ltd.,Equity,1.44%,ETFs - Others
Sun Pharmaceuticals Ind Ltd.,Equity,1.43%,ETFs - Others
Ultratech Cement Ltd.,Equity,1.27%,ETFs - Others
Tata Steel Ltd.,Equity,1.19%,ETFs - Others
Power Grid Corporation Of India Ltd.,Equity,1.13%,ETFs - Others
Indusind Bank Ltd.,Equity,1.09%,ETFs - Others
Nestle India Ltd.,Equity,0.99%,ETFs - Others
Adani Enterprises Ltd.,Equity,0.99%,ETFs - Others
Bajaj Finserv Ltd.,Equity,0.96%,ETFs - Others
Hindalco Industries Ltd.,Equity,0.94%,ETFs - Others
Coal India Ltd.,Equity,0.90%,ETFs - Others
Adani Ports and Special Economic Zone Ltd.,Equity,0.86%,ETFs - Others
JSW Steel Ltd.,Equity,0.86%,ETFs - Others
Oil & Natural Gas Corporation Ltd.,Equity,0.84%,ETFs - Others
Tech Mahindra Ltd.,Equity,0.83%,ETFs - Others
Grasim Industries Ltd.,Equity,0.82%,ETFs - Others
Bajaj Auto Ltd.,Equity,0.80%,ETFs - Others
Dr Reddys Laboratories Ltd.,Equity,0.74%,ETFs - Others
HDFC Life Insurance Company Ltd.,Equity,0.73%,ETFs - Others
Wipro Ltd.,Equity,0.70%,ETFs - Others
Tata Consumer Products Ltd.,Equity,0.69%,ETFs - Others
Cipla Ltd.,Equity,0.68%,ETFs - Others
SBI Life Insurance Company Ltd.,Equity,0.67%,ETFs - Others
Britannia Industries Ltd.,Equity,0.66%,ETFs - Others
Ltimindtree Ltd.,Equity,0.60%,ETFs - Others
Apollo Hospitals Enterprise Ltd.,Equity,0.60%,ETFs - Others
Eicher Motors Ltd.,Equity,0.59%,ETFs - Others
Hero Motocorp Ltd.,Equity,0.56%,ETFs - Others
Divi Laboratories Ltd.,Equity,0.52%,ETFs - Others
Bharat Petroleum Corporation Ltd.,Equity,0.45%,ETFs - Others
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,0.31%,ETFs - Others
Repo,Others,0.11%,ETFs - Others
5.5 Britannia Industries Ltd. Jun  3 2024,Debt,0.00%,ETFs - Others
Current Assets,Others,0.00%,ETFs - Others
Zomato Ltd.,Equity,8.25%,ETFs - Others
Info Edge (India) Ltd.,Equity,8.08%,ETFs - Others
HCL Technologies Ltd.,Equity,7.74%,ETFs - Others
Bharti Airtel Ltd.,Equity,7.53%,ETFs - Others
Tata Consultancy Services Ltd.,Equity,7.05%,ETFs - Others
Infosys Ltd.,Equity,7.04%,ETFs - Others
Indian Railway Catering & Tourism Corporation Ltd.,Equity,5.53%,ETFs - Others
Tech Mahindra Ltd.,Equity,4.92%,ETFs - Others
Fsn ECommerce Ventures Ltd.,Equity,4.88%,ETFs - Others
PB Fintech Ltd.,Equity,4.32%,ETFs - Others
Tata Communications Ltd.,Equity,4.24%,ETFs - Others
Wipro Ltd.,Equity,4.11%,ETFs - Others
Ltimindtree Ltd.,Equity,3.57%,ETFs - Others
One 97 Communications Ltd.,Equity,2.89%,ETFs - Others
Vodafone Idea Ltd.,Equity,2.55%,ETFs - Others
Coforge Ltd.,Equity,2.35%,ETFs - Others
Persistent Systems Ltd.,Equity,2.32%,ETFs - Others
Tata Elxsi Ltd.,Equity,1.89%,ETFs - Others
Indiamart Intermesh Ltd.,Equity,1.71%,ETFs - Others
KPIT Technologies Ltd.,Equity,1.51%,ETFs - Others
Mphasis Ltd.,Equity,1.40%,ETFs - Others
Cyient Ltd.,Equity,1.19%,ETFs - Others
L&T Technology Services Ltd.,Equity,0.89%,ETFs - Others
Sonata Software Ltd.,Equity,0.89%,ETFs - Others
Birlasoft Ltd.,Equity,0.72%,ETFs - Others
Oracle Financial Services Software Ltd.,Equity,0.61%,ETFs - Others
Tanla Platforms Ltd.,Equity,0.48%,ETFs - Others
Intellect Design Arena Ltd.,Equity,0.46%,ETFs - Others
Affle (India) Ltd.,Equity,0.43%,ETFs - Others
Happiest Minds Technologies Ltd.,Equity,0.36%,ETFs - Others
Repo,Others,0.05%,ETFs - Others
Cash,Others,0.04%,ETFs - Others
HDFC Bank Ltd.,Equity,27.01%,ETFs - Others
ICICI Bank Ltd.,Equity,24.50%,ETFs - Others
Indusind Bank Ltd.,Equity,11.10%,ETFs - Others
Axis Bank Ltd.,Equity,10.73%,ETFs - Others
Kotak Mahindra Bank Ltd.,Equity,10.66%,ETFs - Others
The Federal Bank Ltd.,Equity,5.31%,ETFs - Others
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,4.04%,ETFs - Others
Bandhan Bank Ltd.,Equity,2.57%,ETFs - Others
RBL Bank Ltd.,Equity,2.38%,ETFs - Others
City Union Bank Ltd.,Equity,1.54%,ETFs - Others
Cash,Others,0.17%,ETFs - Others
HDFC Bank Ltd.,Equity,13.52%,ETFs - Others
Reliance Industries Ltd.,Equity,9.20%,ETFs - Others
ICICI Bank Ltd.,Equity,7.36%,ETFs - Others
Infosys Ltd.,Equity,5.80%,ETFs - Others
Larsen & Toubro Ltd.,Equity,4.39%,ETFs - Others
ITC Ltd.,Equity,4.31%,ETFs - Others
Tata Consultancy Services Ltd.,Equity,4.05%,ETFs - Others
Axis Bank Ltd.,Equity,3.22%,ETFs - Others
Kotak Mahindra Bank Ltd.,Equity,2.95%,ETFs - Others
Bharti Airtel Ltd.,Equity,2.75%,ETFs - Others
State Bank Of India,Equity,2.59%,ETFs - Others
Hindustan Unilever Ltd.,Equity,2.50%,ETFs - Others
Bajaj Finance Ltd.,Equity,2.15%,ETFs - Others
HCL Technologies Ltd.,Equity,1.63%,ETFs - Others
Mahindra & Mahindra Ltd.,Equity,1.63%,ETFs - Others
Asian Paints Ltd.,Equity,1.61%,ETFs - Others
Titan Company Ltd.,Equity,1.61%,ETFs - Others
National Thermal Power Corporation Ltd.,Equity,1.56%,ETFs - Others
Tata Motors Ltd.,Equity,1.45%,ETFs - Others
Maruti Suzuki India Ltd.,Equity,1.43%,ETFs - Others
Sun Pharmaceuticals Ind Ltd.,Equity,1.43%,ETFs - Others
Ultratech Cement Ltd.,Equity,1.28%,ETFs - Others
Tata Steel Ltd.,Equity,1.19%,ETFs - Others
Power Grid Corporation Of India Ltd.,Equity,1.14%,ETFs - Others
Indusind Bank Ltd.,Equity,1.11%,ETFs - Others
Nestle India Ltd.,Equity,1.00%,ETFs - Others
Bajaj Finserv Ltd.,Equity,0.96%,ETFs - Others
Hindalco Industries Ltd.,Equity,0.95%,ETFs - Others
Coal India Ltd.,Equity,0.90%,ETFs - Others
JSW Steel Ltd.,Equity,0.88%,ETFs - Others
Oil & Natural Gas Corporation Ltd.,Equity,0.84%,ETFs - Others
Tech Mahindra Ltd.,Equity,0.84%,ETFs - Others
Grasim Industries Ltd.,Equity,0.83%,ETFs - Others
Bajaj Auto Ltd.,Equity,0.81%,ETFs - Others
Adani Ports and Special Economic Zone Ltd.,Equity,0.79%,ETFs - Others
Adani Enterprises Ltd.,Equity,0.79%,ETFs - Others
Dr Reddys Laboratories Ltd.,Equity,0.74%,ETFs - Others
HDFC Life Insurance Company Ltd.,Equity,0.72%,ETFs - Others
Wipro Ltd.,Equity,0.70%,ETFs - Others
Tata Consumer Products Ltd.,Equity,0.69%,ETFs - Others
Cipla Ltd.,Equity,0.69%,ETFs - Others
SBI Life Insurance Company Ltd.,Equity,0.68%,ETFs - Others
Britannia Industries Ltd.,Equity,0.66%,ETFs - Others
Ltimindtree Ltd.,Equity,0.61%,ETFs - Others
Apollo Hospitals Enterprise Ltd.,Equity,0.60%,ETFs - Others
Eicher Motors Ltd.,Equity,0.60%,ETFs - Others
Hero Motocorp Ltd.,Equity,0.57%,ETFs - Others
Divi Laboratories Ltd.,Equity,0.52%,ETFs - Others
Bharat Petroleum Corporation Ltd.,Equity,0.45%,ETFs - Others
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,0.31%,ETFs - Others
CBLO(CCIL),Others,0.00%,ETFs - Others
Current Assets,Others,0.00%,ETFs - Others
HDFC Bank Ltd.,Equity,29.39%,ETFs - Others
ICICI Bank Ltd.,Equity,22.57%,ETFs - Others
Kotak Mahindra Bank Ltd.,Equity,9.92%,ETFs - Others
Axis Bank Ltd.,Equity,9.88%,ETFs - Others
State Bank Of India,Equity,9.87%,ETFs - Others
Indusind Bank Ltd.,Equity,6.43%,ETFs - Others
Bank Of Baroda,Equity,2.62%,ETFs - Others
Au Small Finance Bank Ltd.,Equity,2.30%,ETFs - Others
The Federal Bank Ltd.,Equity,2.13%,ETFs - Others
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,2.06%,ETFs - Others
Punjab National Bank,Equity,1.73%,ETFs - Others
Bandhan Bank Ltd.,Equity,1.11%,ETFs - Others
CBLO(CCIL),Others,0.00%,ETFs - Others
Current Assets,Others,0.00%,ETFs - Others
Power Finance Corporation Ltd.,Equity,2.14%,ETFs - Others
REC Ltd.,Equity,1.96%,ETFs - Others
Adani Power Ltd.,Equity,1.95%,ETFs - Others
Max Healthcare Institute Ltd.,Equity,1.95%,ETFs - Others
The Indian Hotels Company Ltd.,Equity,1.49%,ETFs - Others
Coforge Ltd.,Equity,1.47%,ETFs - Others
Au Small Finance Bank Ltd.,Equity,1.46%,ETFs - Others
Persistent Systems Ltd.,Equity,1.46%,ETFs - Others
Yes Bank Ltd.,Equity,1.45%,ETFs - Others
Tube Investments Of India Ltd.,Equity,1.43%,ETFs - Others
The Federal Bank Ltd.,Equity,1.34%,ETFs - Others
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,1.30%,ETFs - Others
HDFC Asset Management Company Ltd.,Equity,1.24%,ETFs - Others
Lupin Ltd.,Equity,1.23%,ETFs - Others
Bharat Forge Ltd.,Equity,1.22%,ETFs - Others
Tata Elxsi Ltd.,Equity,1.18%,ETFs - Others
Aurobindo Pharma Ltd.,Equity,1.17%,ETFs - Others
The Supreme Industries Ltd.,Equity,1.13%,ETFs - Others
CG Power & Industrial Solutions Ltd.,Equity,1.12%,ETFs - Others
APL Apollo Tubes Ltd.,Equity,1.05%,ETFs - Others
MRF Ltd.,Equity,1.05%,ETFs - Others
Cummins India Ltd.,Equity,1.02%,ETFs - Others
Sona Blw Precision Forgings Ltd.,Equity,1.02%,ETFs - Others
Ashok Leyland Ltd.,Equity,1.00%,ETFs - Others
Alkem Laboratories Ltd.,Equity,1.00%,ETFs - Others
Hindustan Petroleum Corporation Ltd.,Equity,0.98%,ETFs - Others
Polycab India Ltd.,Equity,0.98%,ETFs - Others
Zee Entertainment Enterprises Ltd.,Equity,0.97%,ETFs - Others
Bharat Heavy Electricals Ltd.,Equity,0.96%,ETFs - Others
Macrotech Developers Ltd.,Equity,0.95%,ETFs - Others
KPIT Technologies Ltd.,Equity,0.94%,ETFs - Others
Dixon Technologies (India) Ltd.,Equity,0.94%,ETFs - Others
Page Industries Ltd.,Equity,0.94%,ETFs - Others
NMDC Ltd.,Equity,0.92%,ETFs - Others
Fsn ECommerce Ventures Ltd.,Equity,0.92%,ETFs - Others
Sundaram Finance Ltd.,Equity,0.91%,ETFs - Others
Container Corporation Of India Ltd.,Equity,0.90%,ETFs - Others
Max Financial Services Ltd.,Equity,0.90%,ETFs - Others
Godrej Properties Ltd.,Equity,0.88%,ETFs - Others
Mphasis Ltd.,Equity,0.87%,ETFs - Others
Astral Ltd. (Erstwhile Astral Poly Technik Ltd.),Equity,0.86%,ETFs - Others
Voltas Ltd.,Equity,0.86%,ETFs - Others
Fortis Healthcare Ltd.,Equity,0.84%,ETFs - Others
Jubilant Foodworks Ltd.,Equity,0.83%,ETFs - Others
PB Fintech Ltd.,Equity,0.83%,ETFs - Others
The Phoenix Mills Ltd.,Equity,0.80%,ETFs - Others
Tata Communications Ltd.,Equity,0.79%,ETFs - Others
Balkrishna Industries Ltd.,Equity,0.78%,ETFs - Others
Union Bank Of India,Equity,0.78%,ETFs - Others
GMR Airports Infrastructure Ltd.,Equity,0.77%,ETFs - Others
Crompton Greaves Consumer Electrcials Ltd.,Equity,0.76%,ETFs - Others
Jindal Stainless Ltd.,Equity,0.76%,ETFs - Others
Bandhan Bank Ltd.,Equity,0.70%,ETFs - Others
Indian Railway Finance Corporation Ltd.,Equity,0.70%,ETFs - Others
Dalmia Bharat Ltd.,Equity,0.69%,ETFs - Others
Steel Authority Of India Ltd.,Equity,0.69%,ETFs - Others
ACC Ltd.,Equity,0.69%,ETFs - Others
NHPC Ltd.,Equity,0.67%,ETFs - Others
JSW Energy Ltd.,Equity,0.67%,ETFs - Others
Tata Chemicals Ltd.,Equity,0.66%,ETFs - Others
Laurus Labs Ltd.,Equity,0.65%,ETFs - Others
Deepak Nitrite Ltd.,Equity,0.65%,ETFs - Others
Oberoi Realty Ltd.,Equity,0.65%,ETFs - Others
Petronet Lng Ltd.,Equity,0.64%,ETFs - Others
One 97 Communications Ltd.,Equity,0.64%,ETFs - Others
Prestige Estates Projects Ltd.,Equity,0.64%,ETFs - Others
Solar Industries India Ltd.,Equity,0.63%,ETFs - Others
Mahindra & Mahindra Financial Services Ltd.,Equity,0.63%,ETFs - Others
LIC Housing Finance Ltd.,Equity,0.62%,ETFs - Others
J. K. Cement Ltd.,Equity,0.60%,ETFs - Others
Torrent Power Ltd.,Equity,0.60%,ETFs - Others
Apollo Tyres Ltd.,Equity,0.58%,ETFs - Others
IPCA Laboratories Ltd.,Equity,0.58%,ETFs - Others
Patanjali Foods Ltd.,Equity,0.57%,ETFs - Others
Indian Bank,Equity,0.57%,ETFs - Others
Coromandel International Ltd. (Coromandel Fertilisers Ltd.),Equity,0.57%,ETFs - Others
Indraprastha Gas Ltd.,Equity,0.56%,ETFs - Others
AIA Engineering Ltd.,Equity,0.56%,ETFs - Others
Gujarat Fluorochemicals Ltd.,Equity,0.56%,ETFs - Others
L&T Technology Services Ltd.,Equity,0.55%,ETFs - Others
Delhivery Ltd.,Equity,0.55%,ETFs - Others
Bank Of India,Equity,0.53%,ETFs - Others
L&T Finance Holding Ltd.,Equity,0.52%,ETFs - Others
Sundram Fasteners Ltd.,Equity,0.52%,ETFs - Others
Oil India Ltd.,Equity,0.51%,ETFs - Others
Gland Pharma Ltd.,Equity,0.51%,ETFs - Others
Navin Fluorine International Ltd.,Equity,0.51%,ETFs - Others
United Breweries Ltd.,Equity,0.51%,ETFs - Others
The Ramco Cements Ltd.,Equity,0.50%,ETFs - Others
Schaeffler India Ltd.,Equity,0.50%,ETFs - Others
Aarti Industries Ltd.,Equity,0.50%,ETFs - Others
Indus Towers Ltd. (Erstwhile Bharti Infratel Limited),Equity,0.49%,ETFs - Others
Abbott India Ltd.,Equity,0.49%,ETFs - Others
Syngene International Ltd.,Equity,0.49%,ETFs - Others
Vodafone Idea Ltd.,Equity,0.48%,ETFs - Others
Poonawalla Fincorp Ltd. (Erstwhile Magma Fincorp Ltd.),Equity,0.48%,ETFs - Others
Carborundum Universal Ltd.,Equity,0.47%,ETFs - Others
UNO Minda Ltd.,Equity,0.47%,ETFs - Others
Linde India Ltd.,Equity,0.46%,ETFs - Others
Aditya Birla Capital Ltd.,Equity,0.45%,ETFs - Others
Thermax Ltd.,Equity,0.45%,ETFs - Others
Atul Ltd.,Equity,0.45%,ETFs - Others
Biocon Ltd.,Equity,0.43%,ETFs - Others
Emami Ltd.,Equity,0.43%,ETFs - Others
Piramal Enterprises Ltd.,Equity,0.43%,ETFs - Others
Kajaria Ceramics Ltd.,Equity,0.42%,ETFs - Others
Grindwell Norton Ltd.,Equity,0.42%,ETFs - Others
SKF India Ltd.,Equity,0.41%,ETFs - Others
Bata India Ltd.,Equity,0.41%,ETFs - Others
3M India Ltd.,Equity,0.40%,ETFs - Others
Motherson Sumi Wiring India Ltd.,Equity,0.40%,ETFs - Others
CRISIL Ltd.,Equity,0.40%,ETFs - Others
Rail Vikas Nigam Ltd.,Equity,0.39%,ETFs - Others
Timken India Ltd.,Equity,0.39%,ETFs - Others
Escorts Kubota Ltd.,Equity,0.38%,ETFs - Others
Oracle Financial Services Software Ltd.,Equity,0.38%,ETFs - Others
Dr Lal PathLabs Ltd.,Equity,0.36%,ETFs - Others
Ajanta Pharma Ltd.,Equity,0.35%,ETFs - Others
Hindustan Zinc Ltd.,Equity,0.31%,ETFs - Others
Gujarat Gas Ltd.,Equity,0.31%,ETFs - Others
Mankind Pharma Ltd.,Equity,0.31%,ETFs - Others
ZF Commercial Vehicle Control Systems India Ltd.,Equity,0.30%,ETFs - Others
Bharat Dynamics Ltd.,Equity,0.30%,ETFs - Others
Honeywell Automation India Ltd.,Equity,0.30%,ETFs - Others
Glaxo Smithkline Pharmaceuticals Ltd.,Equity,0.30%,ETFs - Others
Vedant Fashions Pvt. Ltd.,Equity,0.29%,ETFs - Others
General Insurance Corporation of India Ltd.,Equity,0.29%,ETFs - Others
Devyani International Ltd.,Equity,0.29%,ETFs - Others
Aditya Birla Fashion & Retail Ltd.,Equity,0.29%,ETFs - Others
K P R Mill Ltd.,Equity,0.28%,ETFs - Others
STAR HEALTH & ALLIED INSURANCE COMPANY Ltd.,Equity,0.28%,ETFs - Others
Bayer Cropscience Ltd.,Equity,0.27%,ETFs - Others
Mazagon Dock Shipbuilders Ltd.,Equity,0.26%,ETFs - Others
Endurance Technologies Ltd.,Equity,0.26%,ETFs - Others
Kansai Nerolac Paints Ltd.,Equity,0.26%,ETFs - Others
Relaxo Footwears Ltd.,Equity,0.25%,ETFs - Others
Pfizer Ltd.,Equity,0.24%,ETFs - Others
Sun T V Network Ltd.,Equity,0.23%,ETFs - Others
ICICI Securities Ltd.,Equity,0.22%,ETFs - Others
The New India Assurance Company Ltd.,Equity,0.20%,ETFs - Others
Fertilizers & Chemicals Travancore Ltd.,Equity,0.20%,ETFs - Others
Sumitomo Chemical India Ltd.,Equity,0.19%,ETFs - Others
Rajesh Exports Ltd.,Equity,0.19%,ETFs - Others
Godrej Industries Ltd.,Equity,0.18%,ETFs - Others
Vinati Organics Ltd.,Equity,0.18%,ETFs - Others
Bank Of Maharashtra,Equity,0.17%,ETFs - Others
Trident Ltd.,Equity,0.17%,ETFs - Others
Whirlpool of India Ltd.,Equity,0.17%,ETFs - Others
Blue Dart Express Ltd.,Equity,0.16%,ETFs - Others
Metro Brands Ltd.,Equity,0.15%,ETFs - Others
Current Assets,Others,0.04%,ETFs - Others
Trent Ltd.,Equity,4.19%,ETFs - Others
Bharat Electronics Ltd.,Equity,4.10%,ETFs - Others
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,3.55%,ETFs - Others
Tata Power Company Ltd.,Equity,3.50%,ETFs - Others
Hindustan Aeronautics Ltd.,Equity,3.27%,ETFs - Others
Cholamandalam Investment & Finance Company Ltd.,Equity,3.16%,ETFs - Others
Indian Oil Corporation Ltd.,Equity,2.97%,ETFs - Others
TVS Motor Company Ltd.,Equity,2.93%,ETFs - Others
DLF Ltd.,Equity,2.91%,ETFs - Others
GAIL (India) Ltd.,Equity,2.72%,ETFs - Others
Bank Of Baroda,Equity,2.68%,ETFs - Others
Godrej Consumer Products Ltd.,Equity,2.66%,ETFs - Others
Interglobe Aviation Ltd.,Equity,2.64%,ETFs - Others
Pidilite Industries Ltd.,Equity,2.58%,ETFs - Others
Info Edge (India) Ltd.,Equity,2.48%,ETFs - Others
