Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,Sector,CMP / BV,ROA 12M  %,Debt / Eq,ROE  %,Prom. Hold.  %,Earnings Yield  %,Pledged  %,Ind PE,EV  Rs.Cr.,No. Eq. Shares  Cr.,B.V.  Rs.,Inven TO,Quick Rat,Export  %,Piotski Scr,G Factor,Asset Turnover,Leverage,Unpledged Prom Hold  %,ROIC  %,Debtor days,Ind PBV,Credit Rate,WC Days,BEP  %,Graham's Number  Rs.,Cash Cycle,Days Payable,Days Receivable,Inventory Days,Public Hold  %,FII Hold  %,Chg in FII Hold  %,DII Hold  %,Chg in DII Hold  %,Symbol
Bright Outdoor,474.0,92.99,660.22,0.0,2.95,,46.54,,16.11,Media - Print-Television-Radio,6.66,7.52,0.34,19.32,72.72,1.95,0.0,92.99,641.67,1.39,71.2,0.0,2.21,0.0,4,2,0.97,2.57,72.72,12.3,145.44,6.66,,275.09,8.08,90.37,145.44,,145.44,,27.29,0.0,,0.0,,BSE: 543831
Coal India,236.9,5.36,145995.03,10.24,7941.4,-10.09,35983.21,2.54,71.43,Mining & Mineral products,2.55,14.44,0.08,55.99,63.13,33.83,0.0,11.33,110404.6,616.27,92.89,0.34,1.39,0.0,9,7,0.71,3.4,63.13,32.76,34.48,1.42,,-12.04,17.8,304.29,34.48,,34.48,,5.18,9.3,1.46,22.3,1.25,NSE : COALINDIA
Vedanta,236.15,11.76,87781.6,42.98,3308.0,-66.3,33733.0,-12.66,23.76,Mining & Mineral products,2.23,7.62,1.69,20.38,68.11,15.6,99.99,11.33,145155.6,371.72,106.06,5.12,0.37,0.0,5,5,0.77,4.88,0.0,26.13,9.95,1.42,,-65.42,11.89,237.59,-70.51,204.57,9.95,124.11,14.29,7.48,-0.41,9.98,-0.22,NSE : VEDL
NMDC,130.5,7.72,38244.41,5.06,1653.38,14.31,5394.66,13.17,30.23,Mining & Mineral products,1.69,17.58,0.02,23.0,60.79,21.36,0.0,11.33,31569.32,293.06,77.19,-0.12,3.13,0.0,5,6,0.66,1.18,60.79,30.83,54.87,1.42,,101.77,23.87,185.53,54.87,,54.87,,14.2,6.99,-0.34,18.0,-1.39,NSE : NMDC
NMDC Steel,57.45,,16836.33,0.0,0.0,,0.0,,0.0,Mining & Mineral products,,0.0,0.23,0.0,60.79,0.0,0.0,11.33,19165.56,,,0.0,0.84,,3,1,0.0,0.75,60.79,0.0,,1.42,,,0.0,,,,,,15.46,3.29,-0.97,20.46,0.47,NSE : NSLNISP
KIOCL,222.8,,13540.69,0.79,-58.04,-32.57,501.44,36.89,-4.54,Mining & Mineral products,6.76,-3.47,0.27,-4.72,99.03,-0.94,0.0,11.33,13304.73,60.78,32.94,3.66,2.18,0.0,1,3,0.55,1.41,99.03,-4.64,83.77,1.42,,193.26,-4.22,,145.08,53.63,83.77,114.94,0.84,0.0,0.0,0.13,0.0,NSE : KIOCL
G M D C,249.3,7.28,7927.74,1.72,218.7,-36.6,765.6,-33.74,31.47,Mining & Mineral products,1.37,18.94,0.0,23.01,74.0,18.99,0.0,11.33,7830.16,31.8,182.34,-0.1,3.87,0.0,8,6,0.55,1.11,74.0,40.73,19.7,1.42,,148.72,21.49,374.91,19.7,,19.7,,21.41,3.08,-0.74,1.51,-0.14,NSE : GMDCLTD
MOIL,242.6,21.25,4936.55,1.52,86.57,-15.77,379.71,1.1,14.7,Mining & Mineral products,2.2,9.17,0.0,11.02,64.68,7.52,0.0,11.33,4124.05,20.35,110.29,0.27,2.84,0.0,5,4,0.51,1.17,64.68,14.03,39.07,1.42,,15.39,11.52,169.07,39.07,,39.07,,16.84,6.16,0.19,12.33,0.27,NSE : MOIL
Sandur Manganese,1477.5,14.41,3990.11,0.34,39.8,17.79,362.53,-44.37,18.42,Mining & Mineral products,2.06,10.11,0.11,14.72,74.3,10.72,0.0,11.33,3702.86,2.7,716.08,3.85,1.69,0.0,4,5,0.81,1.35,74.3,19.1,24.77,1.42,,21.18,15.69,1285.34,37.39,79.07,24.77,91.7,24.65,0.31,-0.01,0.74,-0.05,NSE : SANDUMA
Maithan Alloys,1070.35,8.94,3115.95,0.56,59.64,-79.43,403.66,-58.62,28.76,Mining & Mineral products,1.11,20.4,0.01,23.44,74.99,22.44,0.0,11.33,2007.21,2.91,963.28,3.86,8.45,0.0,6,5,0.98,1.05,74.99,20.99,53.54,1.42,,173.36,14.34,1590.36,94.42,40.14,53.54,81.02,22.62,1.82,0.3,0.56,0.01,NSE : MAITHANALL
Orissa Minerals,4528.95,,2717.37,0.0,-14.91,-928.28,3.4,-78.01,-1.28,Mining & Mineral products,,-3.88,,-511.9,50.01,-0.53,0.0,11.33,2909.94,0.6,-7.07,-0.02,0.34,0.0,1,2,0.08,131.97,50.01,-2.11,0.1,1.42,,-711.2,-4.01,,0.1,,0.1,,40.51,0.32,0.02,9.15,0.05,NSE : ORISSAMINE
Gujarat Gas,458.0,23.14,31528.27,1.45,215.95,-43.45,3781.51,-26.86,30.85,Miscellaneous,4.51,14.92,0.02,24.21,60.89,5.94,0.0,26.06,30999.61,68.84,101.62,231.71,0.68,0.0,8,4,1.64,1.46,60.89,23.74,22.24,1.92,,-32.16,16.91,212.73,4.24,19.68,22.24,1.68,14.34,4.47,-0.2,13.28,0.0,NSE : GUJGASLTD
Century Plyboard,691.4,40.65,15361.04,0.14,87.13,-5.84,891.0,0.25,26.22,Miscellaneous,8.03,15.53,0.17,22.08,73.04,3.38,0.0,26.06,15409.57,22.22,86.15,3.63,1.01,0.0,5,4,1.47,1.29,73.04,20.67,39.07,1.92,,57.36,19.18,181.57,87.47,52.36,39.07,100.76,7.23,5.61,-0.17,14.12,0.41,NSE : CENTURYPLY
BSE,1126.15,58.79,15233.19,1.07,440.09,133.53,259.61,34.62,13.87,Miscellaneous,5.64,3.8,0.0,8.65,0.0,3.12,0.0,26.06,12183.64,13.53,199.69,,1.38,0.0,4,5,0.15,2.25,0.0,22.19,35.87,1.92,,-845.88,6.34,453.54,35.87,,35.87,,,,,,,BSE: 532123
C D S L,1141.45,40.89,11928.15,1.4,73.68,27.7,149.68,6.78,31.46,Miscellaneous,9.83,19.73,0.0,23.8,15.0,3.27,0.0,26.06,11807.01,10.45,116.15,,1.02,0.0,4,5,0.4,1.15,15.0,213.24,24.77,1.92,,-78.47,26.53,270.1,24.77,,24.77,,,,,,,NSE : CDSL
Indian Energy Ex,131.75,39.39,11748.05,0.76,74.14,8.09,104.04,5.79,51.79,Miscellaneous,14.98,18.68,0.02,39.38,0.0,3.41,0.0,26.06,11697.65,89.17,8.8,,1.26,0.0,4,4,0.26,2.0,0.0,108.47,6.4,1.92,,87.0,27.74,25.68,6.4,,6.4,,61.33,17.28,-0.6,21.11,-0.42,NSE : IEX
Cams Services,2356.1,40.46,11547.88,1.6,73.23,17.51,243.57,7.58,48.47,Miscellaneous,15.86,27.78,0.1,39.71,19.91,3.38,0.0,26.06,11440.76,4.9,148.6,,2.17,0.0,6,5,0.98,1.31,19.91,74.17,9.87,1.92,,5.97,38.25,441.34,9.87,,9.87,,32.61,35.78,0.78,11.69,-1.18,NSE : CAMS
Sheela Foam,1129.4,52.49,11019.06,0.0,43.32,20.82,645.09,-7.93,13.64,Miscellaneous,6.89,7.49,0.36,12.54,72.95,2.69,0.0,26.06,11547.61,9.76,164.03,5.35,0.57,0.0,5,4,1.14,1.58,72.95,18.54,35.82,1.92,,24.8,11.5,276.5,51.18,55.39,35.82,70.75,1.89,3.21,-0.05,21.95,-0.33,NSE : SFL
Multi Comm. Exc.,1824.0,73.15,9302.4,1.05,19.66,-52.58,145.77,33.99,13.16,Miscellaneous,6.29,5.12,0.0,10.28,0.0,2.02,0.0,26.06,8126.09,5.1,290.07,,1.81,0.0,6,3,0.18,1.97,0.0,14.98,10.41,1.92,,-319.22,5.43,403.42,10.41,,10.41,,19.91,24.84,-2.11,55.05,2.35,Not Found
Godrej Agrovet,480.65,29.52,9238.62,1.98,107.08,27.34,2510.19,0.01,10.67,Miscellaneous,3.95,4.38,0.61,10.47,74.05,4.81,0.0,19.56,10642.11,19.22,121.64,5.45,0.4,0.0,5,4,1.7,2.35,74.05,8.42,22.35,2.38,,46.13,9.4,214.99,53.96,34.79,22.35,66.4,11.21,9.7,0.0,5.04,0.03,NSE : GODREJAGRO
Avanti Feeds,438.15,18.42,5969.6,1.43,115.17,52.5,1553.66,-1.0,20.74,Miscellaneous,2.85,11.45,0.0,13.44,43.28,8.69,0.0,19.56,5686.28,13.62,153.8,4.7,1.36,0.0,8,5,1.94,1.25,43.28,23.01,8.72,2.38,,45.55,18.07,284.55,55.02,24.87,8.72,71.17,31.87,13.06,0.35,9.08,-0.46,NSE : AVANTIFEED
Hindustan Zinc,319.7,14.38,135083.45,23.62,1970.0,-36.31,7282.0,-22.42,50.39,Non Ferrous Metals,10.44,26.22,0.92,44.49,64.92,9.44,99.37,35.98,145552.45,422.53,30.63,1.87,0.18,0.0,6,5,0.85,3.1,0.41,69.01,4.07,3.86,,-37.25,38.77,123.8,4.07,,4.07,,1.77,0.81,0.01,2.95,0.01,NSE : HINDZINC
Hindalco Inds.,473.25,12.6,106349.52,0.63,2454.0,-39.8,52991.0,-8.66,11.34,Non Ferrous Metals,1.12,4.53,0.64,11.67,34.64,9.44,0.0,23.6,151272.52,224.72,421.89,3.62,0.67,0.0,6,4,1.0,2.35,34.64,9.13,26.51,1.43,,24.52,6.39,596.81,44.92,92.98,26.51,111.39,12.42,26.25,0.17,26.08,-0.12,NSE : HINDALCO
Natl. Aluminium,98.35,13.73,18063.27,4.58,349.39,-39.62,3178.36,-16.25,15.13,Non Ferrous Metals,1.36,8.76,0.01,11.96,51.28,10.34,0.0,23.6,16050.38,183.66,72.08,4.52,1.15,29.58,5,6,0.81,1.33,51.28,16.14,2.34,1.43,,5.15,9.35,107.77,69.07,146.13,2.34,212.86,18.4,14.95,-1.0,15.38,2.08,Not Found
Hindustan Copper,167.1,56.6,16158.97,0.55,47.29,-17.17,370.94,6.47,18.02,Non Ferrous Metals,7.76,9.54,0.08,14.79,66.14,2.47,0.0,35.98,16024.77,96.7,21.53,0.59,0.7,0.0,6,3,0.54,1.49,66.14,99.07,14.39,3.86,,-64.98,13.24,37.82,14.39,,14.39,,16.18,1.8,0.29,15.89,-0.55,NSE : HINDCOPPER
Gravita India,783.75,25.69,5410.85,0.56,52.55,22.48,703.39,21.34,32.14,Non Ferrous Metals,9.19,18.89,0.59,42.01,66.48,4.89,0.0,35.98,5720.45,6.9,85.31,4.14,0.54,0.0,6,6,2.54,1.87,66.48,27.51,17.86,3.86,,76.51,23.23,242.01,98.99,14.27,17.86,95.4,21.81,9.32,6.24,0.39,0.14,NSE : GRAVITA
Tinplate Co.,398.1,68.91,4166.91,0.75,2.63,-96.91,914.25,-9.17,15.78,Non Ferrous Metals,3.3,6.9,0.01,11.08,74.96,2.65,0.0,35.98,3648.22,10.47,120.68,7.58,1.25,0.0,6,3,2.03,1.55,74.96,13.11,1.92,3.86,,-3.07,5.02,125.25,0.86,49.06,1.92,48.0,22.88,2.12,0.12,0.0,-0.01,NSE : TINPLATE
Prec. Wires (I),101.05,30.49,1805.34,0.85,16.55,-1.66,802.74,-2.84,26.75,Non Ferrous Metals,4.01,6.58,0.04,14.6,57.93,6.67,0.0,35.98,1742.25,17.87,25.21,12.55,1.24,0.0,5,4,3.38,2.01,57.93,18.29,54.87,3.86,,31.28,12.53,43.68,28.02,56.64,54.87,29.79,41.6,0.47,-0.12,0.0,0.0,Not Found
Ram Ratna Wires,307.85,30.7,1354.54,0.81,9.17,-7.75,724.4,4.5,17.38,Non Ferrous Metals,4.35,6.02,0.86,15.24,73.04,6.08,0.0,35.98,1610.77,4.4,70.83,15.48,1.03,0.0,6,3,3.43,2.48,73.04,13.76,47.03,3.86,,49.36,11.82,126.73,46.22,29.45,47.03,28.64,26.4,0.57,0.0,0.0,0.0,NSE : RAMRAT
Manaksia,141.35,7.75,926.55,4.24,22.11,102.98,235.72,-23.65,17.19,Non Ferrous Metals,0.82,7.79,0.05,9.77,74.93,26.35,0.0,35.98,705.19,6.55,171.67,7.34,5.55,0.0,6,7,0.84,1.23,74.93,9.62,44.75,3.86,,252.0,13.34,260.76,60.26,15.88,44.75,31.38,23.48,1.61,0.19,0.0,0.0,NSE : MANAKSIA
Arfin India,40.91,65.67,650.16,0.0,2.32,-15.33,148.7,1.81,13.03,Non Ferrous Metals,7.38,4.02,1.27,12.45,74.11,3.56,0.0,23.6,753.19,15.89,5.54,4.5,0.62,20.74,6,2,2.12,2.92,74.11,11.91,38.28,1.43,,84.38,10.04,8.81,77.37,48.66,38.28,87.75,25.8,0.0,0.0,0.0,0.0,BSE: 539151
Jindal Drilling,552.4,20.3,1600.86,0.09,12.07,-59.93,93.95,-29.21,9.94,Oil Drill-Allied,1.22,5.42,0.16,7.68,63.4,7.21,0.0,33.21,1707.62,2.9,451.77,0.01,1.24,0.0,8,3,0.29,1.35,63.4,12.18,110.14,0.76,,106.78,6.64,525.92,110.14,,110.14,,36.28,0.33,-0.48,0.0,0.0,NSE : JINDRILL
Alphageo (India),293.5,63.54,186.81,2.73,-3.24,-147.58,5.15,-88.79,6.6,Oil Drill-Allied,0.66,4.33,0.0,4.68,46.09,6.8,9.56,33.21,81.06,0.64,444.9,0.0,32.92,0.0,6,2,0.22,1.06,41.68,4.94,179.98,0.76,,546.31,1.9,215.4,179.98,,179.98,,51.98,1.89,0.0,0.05,0.0,NSE : ALPHAGEO
Aakash Explor.,6.8,15.79,68.85,0.0,1.04,-14.75,18.3,-6.01,11.25,Oil Drill-Allied,1.32,5.97,0.46,9.19,66.67,8.22,0.0,33.21,91.77,10.12,5.17,,0.71,0.0,4,2,1.2,1.47,66.67,8.43,60.75,0.76,,19.04,9.05,7.08,60.75,,60.75,0.0,,,,,,NSE - BE : AAKASH
Duke Offshore,8.42,,8.3,0.0,0.33,180.49,1.37,158.49,-19.35,Oil Drill-Allied,1.36,-6.07,0.05,-7.43,70.61,-6.23,0.0,33.21,8.18,0.99,6.21,,3.87,0.0,7,5,0.37,1.27,70.61,-8.17,129.98,0.76,,103.72,-7.42,,129.98,,129.98,,29.4,0.0,0.0,0.0,0.0,BSE: 531471
Dolphin Offshore,177.35,,1.69,0.0,0.13,-584.62,0.69,,-4.43,Oil Drill-Allied,0.01,-3.18,0.1,-7.82,94.98,-42.86,0.0,33.21,19.04,0.01,18607.56,0.0,6.06,,4,1,0.0,1.52,94.98,-4.18,,0.76,,,-4.06,39829.35,,,,,3.01,0.0,0.0,2.0,0.0,NSE - BE : DOLPHIN
EPL Ltd,195.9,25.18,6235.06,2.19,55.6,59.16,910.2,9.43,12.3,Packaging,3.13,6.75,0.45,11.93,51.53,5.29,0.0,23.99,6880.16,31.83,62.51,2.95,1.04,0.0,3,3,1.08,1.73,51.53,10.95,63.53,1.61,,70.09,10.11,104.69,87.08,109.01,63.53,132.56,20.4,12.22,0.23,15.85,-0.5,NSE : EPL
AGI Greenpac,732.25,19.22,4737.47,0.68,63.49,-3.45,558.47,7.08,14.76,Packaging,2.95,8.18,0.46,17.45,60.24,7.73,0.0,23.99,5189.79,6.47,248.32,3.94,1.06,0.0,8,3,0.71,1.99,60.24,12.42,54.8,1.61,,41.49,12.86,473.24,87.32,124.36,54.8,156.88,30.23,6.42,0.4,3.11,1.11,NSE : AGI
Polyplex Corpn,1223.35,24.28,3840.4,1.88,-10.31,-101.67,1560.52,-23.22,17.46,Packaging,1.1,8.44,0.23,10.24,50.97,10.43,0.0,23.99,3659.38,3.14,1109.48,3.78,1.95,0.0,7,4,1.05,2.09,50.97,10.61,43.95,1.61,,88.38,5.17,1121.54,116.36,37.53,43.95,109.94,35.37,10.84,-1.84,2.81,-0.01,NSE : POLYPLEX
Uflex,472.7,25.87,3413.37,0.63,-416.25,-121.41,3258.26,-19.19,10.35,Packaging,0.45,3.8,0.76,8.26,44.58,10.49,4.22,23.99,8025.52,7.22,1039.38,4.75,1.08,0.0,4,4,0.95,2.06,42.7,7.46,80.46,1.61,,91.47,5.12,,86.54,85.4,80.46,91.47,47.62,7.14,-0.12,0.66,0.0,NSE : UFLEX
Jindal Poly Film,681.35,,2983.39,0.73,97.63,-69.02,831.71,-47.76,12.45,Packaging,0.71,4.1,0.97,8.23,74.55,7.83,0.0,23.99,7008.3,4.38,963.54,3.47,4.49,0.0,3,4,0.58,1.92,74.55,7.43,19.22,1.61,,366.27,5.72,708.73,111.97,18.12,19.22,110.86,22.36,3.09,-0.33,0.01,0.0,NSE : JINDALPOLY
Garware Hi Tech,1237.05,17.39,2873.96,0.81,43.69,-1.91,379.71,2.66,12.11,Packaging,1.55,7.64,0.08,9.32,60.72,7.98,0.0,23.99,2960.69,2.32,798.81,3.87,1.9,0.0,7,4,0.66,1.17,60.72,9.16,7.6,1.61,,105.48,10.68,1130.81,59.92,56.86,7.6,109.18,36.81,0.12,-0.06,2.35,0.16,NSE : GRWRHITECH
Cosmo First,721.65,11.95,1967.15,0.69,13.9,-85.1,657.66,-21.96,16.98,Packaging,1.52,8.34,0.72,19.64,44.96,9.07,0.0,23.99,2853.1,2.73,476.21,4.09,0.38,0.0,4,5,1.05,2.26,44.96,17.09,23.76,1.61,,25.94,8.32,804.31,24.91,93.91,23.76,95.05,48.32,4.74,0.0,0.77,-0.19,NSE : COSMOFIRST
Huhtamaki India,259.45,28.66,1959.42,0.77,14.46,96.32,621.7,-21.57,7.37,Packaging,2.47,2.62,0.52,6.33,67.73,4.36,0.0,23.99,2321.05,7.55,104.94,7.05,1.02,0.0,8,2,1.68,2.35,67.73,7.72,80.6,1.61,,55.03,5.75,144.55,50.52,79.89,80.6,49.81,29.22,1.52,0.4,1.53,1.03,NSE : HUHTAMAKI
TCPL Packaging,1911.4,16.35,1739.37,1.05,25.2,11.6,359.67,7.22,21.91,Packaging,3.84,9.6,1.01,26.12,55.74,8.62,0.0,23.99,2193.7,0.91,497.18,4.43,0.67,0.0,9,3,1.32,2.39,55.74,16.08,74.08,1.61,,88.47,16.28,1215.36,104.79,65.72,74.08,96.44,39.41,0.61,-0.08,3.99,0.0,NSE : TCPLPACK
Everest Kanto,118.0,17.22,1324.05,0.59,21.75,-43.8,268.38,-29.47,11.95,Packaging,1.33,6.56,0.1,9.29,67.39,7.67,0.0,23.99,1369.62,11.22,89.04,1.6,1.0,0.0,6,3,0.95,1.35,67.39,9.54,52.71,1.61,,176.56,7.55,102.8,310.87,28.23,52.71,286.39,31.51,0.31,-0.18,0.79,0.66,NSE : EKC
Asian Paints,3259.55,67.13,312655.32,0.79,1574.84,49.91,9182.31,6.68,35.23,Paints-Varnish,19.55,17.33,0.12,27.74,52.62,2.1,7.26,61.42,313744.12,95.92,166.73,3.04,0.97,0.0,7,5,1.42,1.52,48.8,33.72,49.07,10.2,,65.89,25.5,425.98,99.4,71.05,49.07,121.38,19.82,17.48,0.46,10.01,0.05,NSE : ASIANPAINT
Berger Paints,719.85,72.82,69927.85,0.44,354.91,39.82,3029.51,9.78,23.78,Paints-Varnish,15.56,11.36,0.26,20.44,74.99,1.97,0.0,61.42,70872.13,97.14,46.26,2.61,0.6,5.99,3,4,1.39,1.69,74.99,17.6,42.94,10.2,,60.06,17.56,101.44,76.76,107.91,42.94,141.73,10.42,10.83,0.19,3.75,0.28,NSE : BERGEPAINT
Kansai Nerolac,340.0,50.87,27484.91,0.53,734.0,48.89,2156.8,5.14,14.54,Paints-Varnish,6.06,7.7,0.04,10.68,74.99,2.72,0.0,61.42,27518.04,80.84,56.08,2.85,1.05,0.0,7,2,1.26,1.33,74.99,11.92,59.9,10.2,,88.4,11.88,128.34,115.27,78.8,59.9,134.16,8.49,4.21,0.33,12.3,-0.52,NSE : KANSAINER
Akzo Nobel,2736.55,33.86,12462.33,2.38,109.9,42.91,999.2,6.56,34.71,Paints-Varnish,9.47,12.6,0.05,26.1,74.76,4.3,0.0,61.42,11968.83,4.55,288.89,3.66,1.0,0.0,8,4,1.43,2.03,74.76,30.62,53.02,10.2,,5.47,18.8,724.84,5.92,142.39,53.02,95.29,13.34,3.15,0.18,8.75,-0.24,NSE : AKZOINDIA
Indigo Paints,1583.2,52.59,7537.3,0.22,31.29,57.16,277.02,23.68,21.55,Paints-Varnish,9.71,13.24,0.02,18.4,53.98,2.3,0.0,61.42,7500.37,4.76,163.09,5.1,1.02,0.0,6,4,1.08,1.28,53.98,33.69,68.05,10.2,,26.9,16.24,332.47,11.07,129.13,68.05,72.15,34.23,8.9,0.1,2.88,-0.32,NSE : INDIGOPNTS
Shalimar Paints,160.35,,1158.0,0.0,-10.27,-6.65,125.63,14.27,-4.01,Paints-Varnish,3.28,-5.6,0.4,-9.98,39.92,-1.68,0.0,61.42,1274.65,7.22,48.82,3.38,0.94,0.0,4,4,0.75,1.83,39.92,-4.09,80.83,10.2,,150.01,-3.43,,94.7,102.38,80.83,116.26,58.36,0.08,0.05,1.62,0.0,NSE : SHALPAINTS
MCON Rasayan,165.0,91.24,104.01,0.0,0.47,,18.01,,24.04,Paints-Varnish,7.78,7.88,0.63,51.58,66.65,2.06,0.0,61.42,112.2,0.63,21.21,3.68,1.12,0.0,4,2,2.15,6.55,66.65,20.24,60.66,10.2,,82.87,7.62,29.38,70.28,89.59,60.66,99.21,33.35,0.0,,0.0,,NSE - SM : MCON
Retina Paints,57.0,264.87,79.46,0.0,0.13,,5.92,,9.9,Paints-Varnish,,2.58,0.32,13.64,59.28,0.96,0.0,61.42,83.08,1.39,,1.88,1.22,0.0,3,1,0.94,5.29,59.28,9.37,123.11,10.2,,138.46,3.99,,176.69,140.11,123.11,193.69,40.72,0.0,,0.0,,BSE: 543902
Century Textiles,1072.05,73.67,11974.34,0.47,-7.06,-7.03,1117.33,-6.1,6.51,Paper,3.08,2.19,0.27,4.65,50.21,2.4,0.0,13.8,12882.52,11.17,347.97,1.06,0.2,0.0,8,2,0.59,2.08,50.21,4.16,11.9,1.07,,78.66,3.68,392.41,409.01,126.26,11.9,523.37,25.36,8.07,0.15,15.24,-0.83,NSE : CENTURYTEX
JK Paper,367.7,4.92,6228.92,2.18,312.56,17.82,1584.36,10.78,28.76,Paper,1.54,14.57,0.67,33.38,49.63,22.0,0.0,13.8,8918.24,16.94,238.13,5.28,0.66,0.0,9,7,0.78,2.02,49.63,20.46,19.82,1.07,,50.01,21.99,626.88,40.5,84.25,19.82,104.93,36.79,10.46,-1.03,3.11,0.26,NSE : JKPAPER
West Coast Paper,623.25,4.07,4116.57,1.6,278.35,32.47,1138.62,2.2,61.75,Paper,1.6,29.64,0.09,44.79,56.53,38.15,0.0,13.8,4272.56,6.6,390.31,5.65,0.69,0.0,9,8,1.32,1.44,56.53,55.12,24.65,1.07,,23.28,39.06,1154.34,58.16,54.48,24.65,87.99,28.92,7.38,0.34,7.18,-0.39,NSE : WSTCSTPAPR
Seshasayee Paper,320.85,4.97,2023.54,1.87,71.75,18.99,426.57,-1.01,36.53,Paper,1.24,21.18,0.0,27.39,42.78,35.63,0.0,13.8,1526.28,6.31,259.3,5.03,2.18,0.0,8,8,1.11,1.14,42.78,28.78,16.71,1.07,,13.6,26.16,613.81,21.25,133.88,16.71,138.42,29.87,12.86,0.13,0.21,0.0,NSE : SESHAPAPER
Andhra Paper,453.55,3.18,1803.77,2.76,118.55,39.55,477.59,5.66,51.95,Paper,1.14,30.54,0.04,39.97,72.31,42.42,0.0,13.8,1811.86,3.98,397.83,6.29,0.78,0.0,8,8,1.2,1.11,72.31,75.09,25.67,1.07,,16.58,38.34,1118.72,15.56,87.13,25.67,77.02,20.59,1.97,0.69,5.13,-1.16,NSE : ANDHRAPAP
T N Newsprint,258.8,3.93,1791.15,1.93,128.66,113.01,1262.65,11.98,20.53,Paper,0.92,6.52,0.96,21.96,35.32,25.94,0.0,13.8,3545.89,6.92,280.87,4.6,0.23,0.0,8,7,0.87,3.06,35.32,11.93,23.25,1.07,,-24.57,15.02,645.37,-32.5,221.87,23.25,166.12,44.21,3.76,-0.29,12.64,-2.6,NSE : TNPL
Kuantum Papers,188.4,6.85,1644.05,1.59,65.13,298.59,312.81,14.06,22.0,Paper,1.7,10.6,0.48,19.21,70.3,18.25,76.5,13.8,2109.6,8.73,110.79,6.58,0.59,0.0,8,8,0.78,1.69,16.52,14.5,8.01,1.07,,36.86,22.79,261.91,70.83,25.26,8.01,88.08,29.3,0.39,0.26,0.0,0.0,NSE : KUANTUM
Satia Industries,130.55,5.3,1305.5,0.77,84.15,178.27,481.17,15.38,20.66,Paper,1.78,14.73,0.59,30.07,52.46,17.11,0.0,13.8,1721.77,10.0,73.32,5.82,0.94,0.0,9,6,1.44,1.78,52.46,21.67,36.9,1.07,,55.53,21.47,201.49,57.27,45.06,36.9,65.42,46.76,0.78,-0.18,0.0,0.0,NSE : SATIA
Orient Paper,49.35,8.11,1047.14,2.03,32.18,1343.05,243.27,15.17,8.09,Paper,0.69,4.1,0.18,5.84,38.74,15.82,0.0,13.8,1316.85,21.22,71.42,5.65,0.27,11.49,7,8,0.43,1.44,38.74,6.21,6.95,1.07,,21.78,9.45,98.91,79.54,94.52,6.95,167.1,51.72,0.94,-0.01,8.59,0.0,NSE : ORIENTPPR
Emami Paper,132.4,48.55,801.02,1.21,1.33,-97.54,518.59,-13.29,10.44,Paper,1.76,3.68,1.23,10.22,74.97,5.37,0.0,13.8,1659.09,6.05,75.24,5.7,0.44,0.0,6,3,1.23,2.69,74.97,6.98,41.52,1.07,,81.57,4.51,67.95,85.75,46.38,41.52,90.61,20.21,0.52,0.0,4.29,0.0,NSE : EMAMIPAP
Savita Oil Tech,323.25,11.97,2233.67,1.55,55.64,-38.71,920.32,2.16,24.68,Petrochemicals,1.53,10.61,0.0,16.47,71.92,12.93,0.0,13.33,2184.08,6.91,211.7,4.42,1.37,0.0,4,5,1.71,1.45,71.92,20.17,75.02,2.09,,103.82,12.43,358.7,81.08,91.64,75.02,97.7,18.5,1.86,-0.06,7.72,0.32,NSE : SOTL
Panama Petrochem,325.0,9.18,1966.04,2.46,45.89,-28.94,529.53,-4.03,34.93,Petrochemicals,2.06,18.71,0.0,27.06,69.87,16.16,0.0,13.33,1744.72,6.05,157.39,4.32,2.37,0.0,5,6,1.81,1.31,69.87,25.63,56.64,2.09,,76.98,22.83,354.17,69.79,54.12,56.64,67.28,26.69,3.45,0.25,0.0,0.0,NSE : PANAMAPET
Styrenix Perfor.,1101.5,15.06,1937.54,9.44,32.44,-62.62,543.78,-16.32,29.95,Petrochemicals,2.71,14.44,0.05,22.93,62.73,10.36,100.0,13.33,1727.43,1.76,406.44,5.4,1.2,0.0,6,6,1.9,1.75,0.0,24.23,49.03,2.09,,31.52,14.18,817.99,56.31,64.32,49.03,71.6,30.3,2.19,0.8,4.77,0.36,NSE : STYRENIX
DCW,54.2,13.68,1599.74,0.37,9.99,-79.71,438.04,-43.01,24.53,Petrochemicals,1.56,8.03,0.5,17.5,45.1,14.66,0.0,13.33,1939.61,29.52,34.73,5.93,0.69,0.0,8,5,1.33,1.93,45.1,15.37,18.41,2.09,,20.18,13.78,61.57,38.05,77.57,18.41,97.22,46.9,7.99,-0.31,0.01,0.0,NSE : DCW
Agarwal Indl.,1046.45,16.24,1565.26,0.24,27.57,17.52,628.76,8.26,23.55,Petrochemicals,3.88,14.07,0.39,26.21,57.2,7.5,0.0,13.33,1689.73,1.5,269.9,18.96,0.99,0.0,6,4,3.12,1.6,57.2,19.16,35.06,2.09,,27.8,16.91,627.18,24.65,35.81,35.06,25.4,36.4,6.34,-0.02,0.07,0.07,NSE : AGARIND
